@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 50'

@attribute Airs_Center_X_0_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
62.5,65,25,49.1667,0,52.5,72.9167,36.3636,19.8519,35,48.3333,9.09091,123.457,0.350101,0.560547,31.25,47.9167,64.5833,56.6667,0.349729,12.5,27.5,52.9454,23.0769,57.5,4.16667,0.759348,0,0.292708,0.119023,48.75,96.6667,47.9167,66.6667,80,0.399947,91.6667,56.25,45.6579,50,46.1867,22.1111,53.9333,54.8611,0.561807,31.5789,29.1667,17.0757,48.75,18.75,casualty
0,0,35.7143,53.8462,37.5,22.8221,0,100,16.6117,39.2857,31.5789,0,200,0,0.52564,26.6667,33.3333,13.3333,44.0171,0,14.2857,10.7143,46.1111,0,46.8354,86.6667,0,0,0.402859,0.116682,48.0769,0,50,0,25,0.451356,0,53.3333,48.7179,0,47.3684,21.4452,37.4599,46.6667,0.427556,28.5714,46.6667,240.282,48.0769,16.6667,casualty
0,0,19.2308,74.359,22.2222,46.1538,0,100,21.5743,42.3077,21.0526,0,249.307,0,0.278045,36.6667,13.3333,0,60.5263,0,7.69231,30.7692,46.6667,25,44.1271,6.66667,0,86.6667,0.129825,0.299133,38.1579,47.3684,36.6667,0,44.4444,0.546875,0,46.6667,45.2705,0,50,15.1442,40.8068,46.6667,0,50,50,-6.97545,48.0769,56.6667,casualty
75,0,26.087,51.1111,16.6667,46.6667,0,66.6667,21.6366,43.4783,9.65909,0,237.5,0.588971,0.531476,33.3333,0,88.8889,47.7273,0,13.0435,17.3913,50,33.3333,45.1099,50.3704,0,69.4444,0,0.256495,48.3333,95.4545,47.2222,100,8.33333,0.608456,94.4444,47.2222,45.5556,0,47.7273,15.1961,40.571,52.0669,0,66.6667,52.7778,173.01,48.3333,55.5556,casualty
72.5807,91.3044,52,61.7021,22.2222,48.3871,0,100,23.2828,28,10.8696,0,216.942,0.690835,0.65247,42.1053,5.26316,81.5789,0,0,8,12,0,37.5,42.6625,5.26316,0,71.0526,0.162641,0.223988,48.3871,95.6522,55.2632,66.6667,22.2222,0.602974,89.4737,47.3684,43.617,0,47.8261,12.1864,38.6904,57.8947,0,85.7143,52.6316,221.914,48.3871,50,casualty
65.625,89.5833,25.9259,59.1837,37.5,48.4375,0,100,24.6377,44.4444,12.5,0,198.488,0.726831,0.357906,31.5789,0,78.9474,41.6667,0.91954,14.8148,14.8148,0,46.1538,38.7755,89.4737,0,0,0.134259,0.183413,49.5151,95.8333,47.3684,33.3333,12.5,0.562882,0,47.3684,41.8367,0,47.9167,13.5417,42.0808,68.4211,0.590038,100,57.8947,157.791,48.4375,60.5263,casualty
85,0,21.6216,58,33.3333,27,0,100,20.8333,32.4324,24.3243,0,200,0.662667,0.538572,48.3333,16.6667,9.16667,25.6757,0,13.5135,32.4324,48.3333,8.33333,41.5946,93.3333,0,0,0.202703,0.252547,49,0,48.3333,37.5,22.2222,0.681,0,56.6667,44.1651,0,55.0477,11.2,49.3333,53.3333,0.305683,35.7143,55.3797,75.1795,45.5652,48.3333,casualty
49.0385,92.3077,31.5789,55.9397,50,49.0385,0,40,23.6506,36.8421,48.7179,20,192,0.66199,0.616193,49.4952,48.3871,48.3871,48.7179,0.75,15.7895,15.7895,48.3871,31.5789,53.7679,8.17204,0,0,0.520513,0.273158,50.5304,97.4359,44.852,37.5,50,0.32209,96.7742,0,46.2485,0,58.9744,23.7179,75.641,87.0968,0.700553,26.3158,41.9355,59.6626,49.0385,29.0323,casualty
49.0196,92.1053,40.625,58.1741,22.2222,48.3303,0,33.3333,23.3477,34.375,55.2632,25,178.326,0.608756,0.548207,58.3333,48.3333,46.6667,50.2399,0,9.375,15.625,48.3333,19.2308,54.2473,3.33333,0,0,0.581044,0.192989,49.0196,97.3684,43.5032,60,55.5556,0.307576,0,91.6667,44.1871,0,71.0526,28.1046,75,0,0.641986,13.6364,43.3333,302.881,49.0196,30,casualty
52.8846,82.0513,48.2759,59.5464,9.09091,49.0385,91.9355,25,25.2436,37.931,34.6154,0,170.118,0.561431,0.653582,46.7742,37.0968,58.8335,76.9231,0.682044,0,13.7931,51.0753,7.69231,53.899,-36.2903,0.924731,0,0.4,0.179887,53.3371,94.8718,44.4069,100,36.3636,0.303466,96.7742,83.871,45.113,90.3226,71.7949,24.5528,64.557,0,0.725329,26.3158,46.7742,20.6193,49.0385,37.0968,casualty
48.9796,81.0811,47.619,57.5466,10,48.9796,91.3793,46.6667,22.785,38.0952,50,0,176,0.616827,0.438115,55.1724,55.1724,54.3631,58.1081,0.558468,2.38095,11.9048,52.2546,14.2857,54.7512,49.925,0,0,0.531532,0.218873,55.5679,97.2973,48.2759,55.5556,60,0.277211,96.5517,68.9655,49.3243,89.6552,51.1516,30.4179,72.973,0,0.464341,33.3333,32.7586,11.3379,22.449,17.2414,casualty
49.2958,0,19.6721,59.6738,30,47.1316,0,36.3636,20.9104,39.3443,10.3774,9.09091,114.325,0.407971,0.551507,36.0465,0,20.9302,88.6792,0,19.6721,21.3115,54.0266,14.2857,50.4711,73.6093,0,0,0.052673,0.250984,48.5915,6.60377,48.0035,50,60,0.843095,0,53.3989,38.9648,0,55.6621,12.329,62.1495,63.9535,0.930021,31.8182,44.186,194.142,49.2958,48.8372,casualty
81.5385,94.7917,18.1818,63.4021,28.5714,48.4615,0,55.5556,16.8324,29.0909,29.1667,0,119.048,0.29143,0.605299,29.4872,23.0769,21.7949,9.375,0.628205,21.8182,30.9091,53.953,29.1667,44.8854,94.8718,0,0,0.216396,0.170697,49.2308,97.9167,48.7179,25,42.8571,0.762949,96.5812,56.4103,39.8128,0,55.1157,12.8791,49.4845,52.5641,0.384615,28.5714,46.5587,2.04082,50.0519,66.6667,casualty
71.6667,80,12.6984,53.7653,25,0,91.6667,11.1111,19.4797,38.0952,28.8889,0,110.544,0.224251,0,12.5,22.2222,93.0556,0,0.61761,26.9841,22.2222,63.6107,0,45.5556,88.3041,0.930556,0,0.291887,0.299693,58.3333,97.7778,48.6111,46.1538,37.5,0.587698,97.2222,42.4113,38.6416,88.8889,47.7778,11.7143,44.4444,50.1771,0,29.1667,48.6111,162.158,49.1667,70.8333,casualty
75.3846,87.5,18.9189,56.8776,31.25,1.53846,0,45.4545,20.1475,37.8378,6.25,0,116.213,0.293679,0.828587,35.8974,0,93.5897,2.08333,0.794872,18.9189,24.3243,48.7179,13.0435,38.8002,111.034,0,94.8718,0.059028,0.290203,61.5385,97.9167,48.7179,83.3333,50,0.780876,89.7436,48.7179,43.4964,0,48.9583,9.64835,40.5671,62.8205,0.423077,22.7273,39.5081,4.08163,49.2308,91.0256,casualty
75,84.6939,10.8696,57.4944,18.1818,44.3706,0,61.1111,20.996,36.9565,0,0,127.9,0.190042,0.888712,32.0513,0,94.8718,0,0.504808,17.3913,34.7826,48.7179,0,45.1379,98.7103,0,0,0,0.209894,53.7879,97.9592,0,0,54.5455,0.626263,92.3077,70.5128,42.3125,0,48.9796,14.4708,48.1261,71.7949,0,0,48.7179,-29.2345,50.4479,48.7179,casualty
54.9612,15.1515,24.1379,60.3096,11.1111,47.5021,0,35.7143,19.4841,24.1379,46.9697,0,178.571,0.726367,0.605114,51.9231,53.8462,48.0769,69.697,0.928571,10.3448,41.3793,46.0702,30,54.3752,-28.3217,0,0,0.450996,0.170318,48.8636,12.1212,48.0769,62.5,66.6667,0.283166,63.4615,84.6154,44.031,0,75.7576,26.6304,70.1493,0,0.712825,15.7895,42.3077,4.7259,48.8636,32.6923,casualty
52.452,0,18.9189,57.819,0,48.913,0,20,23.6953,21.6216,51.4706,13.3333,184.911,0.729286,0.622166,75.9259,57.4074,48.1481,55.8824,0,32.4324,27.027,46.7679,47.619,55.3127,62.963,0,0,0.557932,0.362128,49.8729,5.88235,48.1481,45.4545,57.1429,0.230848,22.2222,0,49.2754,0,77.9412,26.5925,78.9855,0,0.519874,30,31.4815,4.85363,28.2609,14.8148,casualty
48.8636,77.2727,23.0769,59.632,20,51.1364,84.6154,41.6667,22.0551,42.3077,48.4848,0,184.911,0.592993,0.61705,50,48.0769,54.4872,59.0909,0.36839,0,34.6154,49.8328,17.6471,55.6044,-32.5792,0.865385,0,0.434534,0.197491,54.4878,96.2121,48.0769,100,70,0.419508,94.2308,88.4615,44.0476,69.2308,66.6667,25.7231,65.9091,0,0.644444,10,36.5385,0.014489,48.8636,23.0769,casualty
50,89.0625,38.7097,59.401,0,45.2022,0,58.3333,21.9922,32.2581,48.4375,8.33333,162.943,0.555291,0.477475,38,48,30,48.4375,0,9.67742,19.3548,49.5455,9.52381,57.8125,-26.0855,0,0,0.488021,0.135707,48.8095,96.875,50,75,60,0.447421,86,76,44.1983,0,47.1657,21.9388,57.5284,68,0.60611,18.75,30,338.963,48.8095,18,casualty
55.6818,83.3333,20,57.9321,0,53.4091,92.3077,30,23.2409,36,48.4848,0,210.251,0.512105,0.560258,63.4615,48.0769,54.097,53.0303,0.442708,24,20,48.0769,25,54.9533,3.84615,0,0,0.244318,0.173438,50.6684,96.9697,43.9673,71.4286,57.1429,0.362209,96.1538,88.4615,46.8296,92.3077,48.4848,24.26,63.4328,88.4615,0.627829,24,25,42.0961,48.8636,13.4615,casualty
91.6667,0,25,49.3151,18.1818,46.875,0,14.2857,18.2355,36.3636,34.7222,0,142.332,0.836364,0.524541,22.4138,31.0345,0,43.0556,0,11.3636,27.2727,48.2759,0,45.8904,93.1034,0,0,0.391738,0.161134,48.9583,97.2222,48.2759,12.5,27.2727,0.611169,0,47.5881,43.8356,0,52.7778,12.0455,51.3699,48.2759,0.39461,44.4444,36.2069,56.1983,50.0883,57.628,casualty
90.3846,0,13.1579,60.7595,33.3333,30.7692,0,71.4286,17.1293,44.7368,30.7692,0,155.102,0.822034,0.342906,41.9355,25.8064,0,28.2051,0,10.5263,31.5789,48.3871,22.2222,45.5923,183.871,0,0,0.281994,0.182077,50.4513,0,48.3871,16.6667,46.6667,0.685767,0,69.3548,48.1013,0,53.8462,9.74576,49.3671,62.9032,0.449658,55.5556,48.3871,83.1298,49.4721,25.8064,casualty
93.1373,0,31.7073,49.3421,33.3333,34.3137,0,75,19.1592,26.8293,43.4211,0,148.572,0.877193,0.327693,48.3333,43.3333,0,32.8947,0,12.1951,29.2683,48.3333,33.3333,50.9804,2.56661,0,0,0.49386,0.17257,49.0196,0,48.3333,16.6667,33.3333,0.448421,0,60,49.3421,0,51.391,11.1455,51.9016,48.3333,0.489708,55.5556,55.2959,94.7984,49.0196,28.3333,casualty
74.5283,90,31.5789,48.75,21.0526,35.8491,0,100,17.5287,28.9474,13.75,0,177.336,0.554645,0.445258,34.375,0,89.0625,35,0.908915,10.5263,28.9474,48.4375,14.2857,43.125,-87.5,0,0,0.150505,0.209603,50.0529,97.5,48.4375,50,42.1053,0.672414,96.875,54.6875,48.125,0,48.75,8.91347,50,53.9819,0.497283,40,59.53,214.456,50,28.125,casualty
75.5102,91.8919,26.3158,48.6487,16.6667,37.7551,0,100,17.602,31.5789,48.6487,0,171.429,0.653381,0.218205,41.3793,48.2759,89.6552,37.8378,0.930233,10.5263,31.5789,48.2759,13.3333,48.6274,182.759,0,0,0.536593,0.181905,48.9796,94.5946,48.2759,33.3333,27.7778,0.673562,0,58.6207,49.3243,0,48.6487,8.83181,46.5283,59.3479,0.279479,50,58.4881,91.6898,48.0437,36.2069,casualty
53.5714,60,33.3333,47.619,0,35.7143,68.75,0,27.044,22.2222,45,100,350,0.246187,0.789216,25,50,43.75,0,0,33.3333,11.1111,51.25,0,48.8095,-8.33333,0,0,0.640741,0.088235,50.7143,60,43.75,0,100,0.561695,50,43.75,24.4333,62.5,45,39.916,45.2381,43.75,0,25,18.75,415.225,46.4286,27.0833,casualty
61.7647,54.1667,25,58,0,0,80,0,35.4592,25,45.8333,0,330.579,0.270782,0,0,46.1765,65,0,0.357143,33.3333,16.6667,50,0,47.0588,80,0,0,0.551932,0.113757,47.0588,91.6667,46.1111,0,33.3333,0.449074,90,45,40.2857,80,50,43.4641,48,70,0,0,15,-83.6833,47.0588,0,casualty
47.5,0,42.8571,50.5128,0,44.3502,0,25,17.619,21.4286,36.6667,25,255.102,0.785396,0.7,29.1667,37.5,45.8333,0,0,7.14286,28.5714,58.3333,25,38.3096,8.33333,0,0,0.351852,0.14084,47.5,76.6667,43.9815,66.6667,83.3333,0.259964,70.8333,50,35.8878,0,56.6667,45.8696,48.3333,0,0,33.3333,45.8333,44.6447,25,45.8333,casualty
31.25,29.1667,16.6667,54,0,15.625,50,50,26.1719,33.3333,50,0,104.167,0.301587,0.759259,0,45,50,0,0.395833,25,25,55,0,37.3051,40,0.45,70,0.675926,0,43.75,50,70,0,100,0.227221,60,45,22,60,41.6667,48.8095,46,45,0,0,35,430.839,0,0,casualty
76.9231,0,12.5,65,0,0,0,0,22.0126,12.5,0,0,450,0.751634,0,68.75,0,0,0,0,75,0,43.75,0,42.6812,12.5,0,56.25,0,0.522295,38.4615,80,29.5259,0,0,0,33.3333,43.75,47.5,0,45,28.9593,52.2947,0,0,0,50,-103.806,46.1538,0,casualty
57.1429,66.6667,23.8095,56.4516,22.2222,57.1429,79.1667,100,18.2524,28.5714,0,0,387.5,0.539727,0.150624,37.5,0,62.5,50,0.253333,33.3333,14.2857,47.6852,0,46.8254,25,0.791667,45.8333,0,0.496965,47.619,76.6667,45.8333,50,0,0.344045,91.6667,50,40.3226,75,46.6667,11.6246,44.8675,62.5,0.179394,12.5,45.8333,121.107,65.0794,45.8333,casualty
56,68.4211,10.3448,51.3158,50,8,80,0,20.5556,34.4828,0,33.3333,199.653,0.431496,0.558929,0,0,53.3333,5.26316,0.747222,48.2759,6.89655,66.6667,0,52.8769,60.8333,0.833333,44.2105,0,0.34926,50,92.9825,39.1188,66.6667,50,0.8125,93.3333,42.2222,33.5526,73.3333,47.3684,21.9,44.7368,50,0,66.6667,46.6667,0.892857,54,0,casualty
73.8095,0,33.3333,61.2903,22.2222,40.4762,0,0,17.7672,44.4444,26.6667,0,247.934,0.754054,0.261612,36.1111,20.8333,83.3333,46.6667,0,16.6667,5.55556,45.8333,18.1818,62.8764,158.333,0,41.6667,0.225397,0.326877,52.8571,86.6667,45.8333,0,22.2222,0.804045,0,45.8333,41.9355,0,46.6667,14.8005,47.8684,79.1667,0.248016,40,79.1667,208.361,61.6071,54.1667,casualty
47.3684,53.5714,5.88235,51.7857,37.5,31.5789,63.6364,100,15.6522,11.7647,21.4286,0,321.361,0.441217,0.504094,43.5829,13.6364,40.9091,25,0.614796,35.2941,47.0588,45.4545,33.3333,60.5263,115.758,0.681818,0,0.152778,0.341101,47.3684,92.8571,45.4545,50,50,0.416133,90.9091,45.4545,17.8571,43.6364,42.8571,10.6648,53.5714,45.4545,0.757143,33.3333,45.4545,83.1025,47.3684,13.6364,casualty
73.913,67.6471,10.5263,69.1176,25,8.69565,84.6154,66.6667,17.3239,26.3158,8.82353,33.3333,207.939,0.399698,0.512821,0,0,0,0,0.306034,42.1053,21.0526,53.8462,22.2222,58.6956,54.8951,0,46.1538,0.088235,0.507112,47.8261,89.7059,46.1538,20,25,0.868708,92.3077,50,50,84.6154,52.9412,24.1918,50,50,0,16.6667,46.1538,306.085,47.8261,0,casualty
81.746,93.617,27.451,49.4737,27.7778,43.7536,0,100,19.1244,33.3333,48.9362,0,118.928,0.412212,0.449268,48.6842,48.6842,18.4211,47.2325,0.826087,17.6471,21.5686,48.6842,23.8095,55.9165,1.87455,0,0,0.446282,0.230213,49.2063,97.8723,48.6842,80,44.4444,0.555337,97.3684,92.1053,44.5406,0,50,14.9623,57.3541,59.2105,0.620678,41.1765,48.6842,119.256,49.2063,40.7895,casualty
49.2754,89.4231,37.2881,54.5009,47.619,39.8551,0,60,19.2201,27.1186,49.0385,6.66667,116.9,0.616708,0.417922,63.4146,48.7805,48.7805,42.9258,0.311594,15.2542,20.339,32.9268,22.2222,53.4121,0.731707,0,0,0.410715,0.225016,49.2754,98.0769,48.7805,90,14.2857,0.37894,93.9024,91.4634,40.4627,0,51.9231,16.9874,66.8269,95.1219,0.587338,31.8182,48.7805,93.1276,49.2754,13.4146,casualty
74.2647,88.2353,32.7869,48.5437,50,36.4271,0,75,22.2994,31.1475,49.0196,8.33333,107.824,0.580361,0.570317,52.1354,48.7805,89.0244,39.3052,0.87283,18.0328,18.0328,12.1951,20.5882,55.4339,-0.595256,0,0,0.301821,0.300958,49.2647,97.0588,48.7805,85.7143,20.8333,0.43488,87.8049,74.3902,40.6419,0,49.0196,12.8507,55.9099,49.7433,0.540943,21.7391,42.6829,92.4776,49.2647,24.3902,casualty
84.8485,0,26.4151,49.5,36,34.0909,0,66.6667,20.0654,33.9623,50,0,115.056,0.721026,0.378536,0,48.75,36.25,36.2222,0,20.7547,18.8679,48.75,26.6667,53.3746,8.94799,0,0,0.461071,0.167531,49.2424,0,48.75,52.6316,40,0.443866,0,0,33.1327,0,51,12.1911,68,77.5,0.254649,36,42.1739,75.7396,57.5758,40,casualty
53.3898,75,29.0909,63.5035,13.3333,29.1846,87.1429,31.5789,18.7248,27.2727,47.7273,10.5263,131.483,0.498984,0.550929,55.7143,61.4286,61.4286,29.5455,0.416464,27.2727,16.3636,57.6248,4,55.5866,2.85714,0.435714,0,0.58467,0.189967,53.0667,97.7273,48.5714,77.7778,33.3333,0.369949,97.1429,85.7143,28.9703,80,44.3182,20.5004,66.2921,68.5714,0.565552,40.7407,22.8571,-21.2472,49.1525,0,casualty
51.7241,0,14.7059,65.1879,0,37.931,0,21.4286,17.686,38.2353,26.1905,42.8571,122.241,0.8525,0.513317,0,20.5882,52.9412,47.619,0,26.4706,20.5882,39.0561,22.2222,42.8157,-25,0,79.4118,0.238095,0.105995,48.2759,61.9048,58.8235,0,28.5714,0.65,0,50,28.4038,0,52.381,39.8276,48.8372,0,0.679568,10,41.1765,-5.46875,48.2759,47.0588,casualty
48.4848,0,12.9032,67.2138,0,50,0,18.1818,16.8836,35.4839,25,9.09091,110.947,0.647287,0.730123,7.89474,18.4211,47.3684,58.3333,0,25.8065,25.8065,47.3684,16.6667,46.6033,-13.4503,0,89.4737,0.193416,0.088101,48.4848,95.8333,47.3684,14.2857,80,0.539713,77.6316,55.2632,32.2809,0,47.9167,33.8971,48.9796,0,0.81684,26.6667,15.7895,352.267,48.4848,31.5789,casualty
48.1481,0,15.7895,56.8146,0,48.1481,0,0,22.9592,31.5789,20,57.1429,249.307,0.167361,0.612159,9.375,12.5,46.875,50,0,21.0526,31.5789,50,0,50,-14.5833,0,0,0.15,0.1875,44.4444,95,40.625,25,80,0.746007,75,43.75,45.0257,0,55,35.4167,50,0,0.653586,0,18.75,9.76562,48.1481,18.75,casualty
81.5789,0,18.1818,64.3489,0,36.8421,0,0,19.4481,27.2727,48.2759,0,168,0.528274,0.701589,4.34783,47.8261,56.5217,32.7586,0,24.2424,30.303,45.6522,0,51.2633,58.2108,0,89.1304,0.418476,0.154862,47.3684,96.5517,45.6522,14.2857,71.4286,0.622036,95.6522,41.3043,32.9774,0,50,32.2682,50.8621,78.2609,0.654514,21.4286,6.52174,283.978,48.6842,0,casualty
55.2828,48.2759,11.4286,63.7285,0,53.9474,0,50,17.9027,25.7143,44.8276,16.6667,102.041,0.622485,0.7951,17.3913,45.6522,50,63.7931,0.858929,20,42.8571,35.4348,20,46.9897,-25.3197,0,0,0.471264,0.080826,50,31.0345,47.8261,0,75,0.446482,8.69565,47.8261,31.2188,0,49.1873,29.8992,56.0345,0,0.895238,17.6471,26.087,382.736,48.6842,43.4783,casualty
48.75,0,3.7037,49.1667,28.5714,40.6731,0,83.3333,22.2506,51.8519,30,16.6667,207.939,0.684211,0.463838,47.9167,25,33.3333,71.6667,0,18.5185,25.9259,47.9167,35.2941,54.3979,4.16667,0,0,0.271685,0.272668,48.75,95,47.9167,50,57.1429,0.527328,85.4167,77.0833,44.1756,0,48.3333,19.2763,56.413,68.75,0.761012,35.7143,50,249.307,43.8851,37.5,casualty
25,20,21.875,57.8078,23.0769,43.5392,12.5,25,20.5488,31.25,41.6667,43.75,192.212,0.754592,0.550763,47.9167,39.5833,47.9167,85,0.845556,21.875,25,44.5115,35.2941,47.541,3.33828,0,0,0.388889,0.236805,48.2262,33.3333,45.8333,42.8571,53.8462,0.668283,8.33333,89.5833,40.7548,4.16667,55,21.875,63.1148,0,0.9,9.09091,47.9167,351.941,46.25,47.9167,casualty
27.2727,3.0303,21.875,56.1217,30,43.6596,0,26.6667,24.7527,43.75,48.4848,13.3333,192,0.849702,0.598064,48.0769,48.0769,48.0769,48.4848,0,12.5,21.875,48.0769,19.0476,49.6269,43.4066,0,0,0.430808,0.201021,59.0909,1.51515,51.9231,16.6667,50,0.377148,0,90.3846,41.4594,0,69.697,22.2944,59.7015,0,0.612621,0,44.2308,371.166,48.8636,46.1538,casualty
21.9512,0,6.66667,60.6206,40,37.8049,0,30,20.2003,33.3333,17.7419,20,178.326,0.885766,0.436452,45.8333,10.4167,47.9167,46.7742,0,20,40,37.8524,13.6364,53.0949,10.3735,0,0,0.173118,0.265479,40.2439,19.3548,52.0833,25,40,0.523752,0,0,36.0375,0,54.8387,19.4062,54.8387,91.6667,0.353518,14.2857,47.9167,288.856,48.7805,45.8333,casualty
48.8372,0,15.1515,57.6092,30.7692,47.1056,0,31.25,22.3086,33.3333,29.6875,37.5,167.529,0.644528,0.65786,69.2308,23.0769,46.1538,3.125,0,12.1212,39.3939,49.3311,26.087,51.3202,0.315259,0,0,0.288061,0.335313,44.8662,96.875,48.0769,100,53.8462,0.64984,96.1538,0,38.2263,0,53.125,19.9483,74.6154,84.6154,0,22.2222,51.9231,62.7866,44.4022,50,casualty
24.2857,17.3077,20,49.0566,0,51.4286,4.7619,50,24.9817,20,5.76923,25,262.346,0.770251,0.416018,30.9524,0,47.619,53.8462,0.413043,28,32,48.8095,7.14286,52.8037,-79.7235,0,0,0.057692,0.266196,45.7806,3.07692,50,16.6667,57.1429,0.805914,2.38095,64.6258,50.7651,4.7619,48.0769,31.4286,54.717,90.4762,0.575768,33.3333,33.695,9.06314,48.5714,19.0476,casualty
72.8571,82.6923,28.5714,51.8868,40,50.5405,0,75,20.2559,28.5714,34.6154,0,184.911,0.363384,0.45845,47.619,35.7143,88.0952,42.8131,0.742424,21.4286,21.4286,47.619,0,52.8302,-5.95238,0,0,0.349953,0.463123,48.5714,92.3077,38.0952,50,40,0.100105,85.7143,85.7143,41.5094,0,48.0769,12.4026,50.056,47.619,0.525156,41.6667,47.619,130.22,45.7143,50,casualty
83.7209,0,24.1379,49.2188,35.7143,23.2558,0,100,20.4444,31.0345,35.9375,0,208.333,0.522857,0.493712,48,32,20,14.0625,0,17.2414,27.5862,0,78.9474,51.0103,148.32,0,0,0.3424,0.254819,48.8372,93.75,48,50,35.7143,0.69375,0,74,48.4375,0,48.4375,10.1163,49.5452,56,0.777208,30,58,281.25,48.8372,42,casualty
54.8387,0,17.2414,63.8298,11.1111,22.5806,0,20,17.7231,27.5862,47.8261,10,171.468,0.451852,0.333496,7.89474,47.3684,34.2105,19.5652,0,27.5862,27.5862,50.3289,15.7895,61.9266,56.5789,0,0,0.430145,0.179647,47.0049,95.6522,47.3684,50,55.5556,0.720164,92.1053,44.7368,31.9889,0,47.8261,20.3584,54.2553,68.4211,0.431896,33.3333,47.3684,90.721,48.3871,42.8131,casualty
48.7179,84.4828,16.6667,56.6073,46.1538,15.3846,0,62.5,20.441,33.3333,48.2759,0,185.185,0.475996,0.636128,47.8261,47.8261,49.9772,0,0.816449,22.2222,27.7778,47.8261,53.3333,50.6986,2.2001,0,0,0.388697,0.231027,52.6353,96.5517,47.8261,28.5714,23.0769,0.534323,58.6957,64.9175,33.0508,0,48.2759,15.8863,54.696,58.5554,0,54.5455,50,75.6144,43.5897,0,casualty
49.1936,0,24.4898,58.2796,16.6667,49.1936,0,60,23.0418,32.6531,20.6522,0,152.364,0.689713,0.487215,37.8378,13.5135,48.6487,48.913,0,8.16327,34.6939,48.6487,22.5806,50.5747,63.2653,0,0,0.125949,0.212424,49.1936,1.08696,49.4436,88.8889,66.6667,0.755872,0,77.027,40.7885,0,57.8774,21.7894,61.2903,0,0.725,20,48.6487,48.091,49.1936,48.6487,casualty
49.1525,48.8636,22.2222,56.8738,10,47.1864,15.7143,38.4615,23.6648,40,17.0455,7.69231,151.367,0.628715,0.543183,47.1429,7.58242,58.5714,48.8636,0.87375,8.88889,28.8889,48.5714,21.7391,51.6051,-59.2189,0,0,0.30303,0.302158,49.1525,40.9091,48.5714,81.8182,30,0.764134,25.7143,78.5714,43.2131,37.1429,55.6818,17.9849,58.9888,0,0.753241,33.3333,41.4286,62.6718,49.1525,30,casualty
50.8929,38.0952,20.8333,55.0708,11.1111,50.3036,33.3333,42.8571,22.0558,35.4167,34.5238,0,177.35,0.55022,0.438576,43.9394,30.303,72.7273,54.7619,0.756442,4.16667,39.5833,48.4848,14.2857,52.553,57.7652,0.353247,0,0.205467,0.201763,46.7714,58.3333,49.1387,63.6364,55.5556,0.594404,53.0303,83.3333,48.983,3.0303,70.2381,21.9538,63.0952,0,0.589899,15.7895,36.3636,51.5945,49.1071,18.1818,casualty
