@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 50'

@attribute Airs_Center_X_0_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
48.8636,80.303,25,41.6667,71.4286,21.5909,90.3846,0,23.6715,18.75,0,0,283.203,0.517132,0.639236,48.0769,0,48.0769,7.57576,0.259852,50,6.25,0,31.25,38.2282,80.7692,0.846154,21.1538,0,0.551887,0,78.7879,42.3077,16.6667,0,0.129688,84.6154,0,49.2424,92.3077,0,5.27444,44.697,13.4615,0.9,26.3158,71.1538,0,48.8636,0,fire
48.3871,65.2174,33.3333,51.087,60,29.0323,72.2222,0,28.149,5.55556,23.913,0,0,0.32568,0.727927,50,5.55556,41.6667,8.69565,0.260185,55.5556,5.55556,0,66.6667,49.4624,0,0.824074,80.5556,0.190476,0.787037,93.5484,76.087,52.7778,33.3333,0,0.374567,90.2778,16.6667,48.913,88.8889,0,0.597372,53.2609,50,0,27.2727,0,13.7174,48.3871,44.4444,fire
43.387,45.2991,33.3333,42.8571,100,23.2143,50,0,27.1465,14.2857,9.52381,0,0,0.397888,0.747126,47.0588,0,11.7647,0,0.383212,38.0952,14.2857,0,100,42.9979,0,0.550038,64.7059,0.079365,0.653404,0,42.8571,43.6061,16.6667,0,0.241504,52.9412,0,48.8095,29.6603,0,5.91133,48.8095,35.2941,0,10,0,0,48.2143,8.82353,fire
45,79.5455,34.6154,48.8889,50,48.3333,88.8889,0,25.0774,11.5385,25,0,0,0.357228,0.813978,47.2222,5.55556,44.4444,0,0.380435,34.6154,19.2308,0,26.6667,46.2901,0,0,44.4444,0.177778,0.786559,0,95.4545,44.4444,14.2857,0,0.351903,92.5926,5.55556,48.8889,88.8889,0,8.3871,48.8889,38.8889,0,30.7692,83.3333,0,48.3333,50,fire
46.4286,71.4286,40,58.3333,66.6667,46.4286,0,0,23.3877,13.3333,23.8095,0,0,0.558566,0.45659,47.0588,0,50,26.1905,0.650253,40,6.66667,0,62.5,41.9964,0,0,70.5882,0.172751,0.752525,0,83.3333,44.3277,33.3333,0,0.396681,94.1176,0,48.8095,0,0,5.73593,57.1429,64.7059,0.66088,50,0,0,48.2143,32.3529,fire
52,47.2222,18.75,50,60,34,40,0,22.5843,12.5,33.3333,0,0,0.543562,0.726437,46.6667,13.3333,53.3333,19.4444,0.742749,62.5,6.25,0,100,45.1239,0,0.483333,46.6667,0.308642,0.724138,46,83.3333,46.6667,0,0,0.415167,8.88889,6.66667,50,33.3333,0,2.62069,52.7027,40,0.853535,33.3333,0,11.8906,48,30,fire
45.0704,60.3774,28.5714,49.5327,64.7059,52.4864,94.186,0,20.4932,17.8571,28.3019,0,0,0.566273,0.423464,48.8372,9.30233,48.8372,56.2664,0.80151,41.0714,12.5,0,28.5714,53.9832,0,0,47.6744,0.259378,0.839863,0,45.283,48.8372,33.3333,0,0.368705,97.6744,0,48.1308,93.0233,0,0,49.5327,17.4419,0.34241,60.8696,0,0,49.2958,89.5349,fire
55.6338,48.1132,25.4545,50.9346,35.7143,49.2958,50,0,27.5631,16.3636,33.9623,0,0,0.619926,0.206836,65.4762,17.8571,54.7619,42.4528,0.657197,38.1818,20,0,21.4286,50.9041,0,0.512341,4.7619,0.380938,0.786232,0,77.3585,51.1905,25,0,0.31749,39.2857,0,48.5981,18.0272,0,0,53.271,28.5053,0.45474,21.7391,0,0,49.2958,59.5238,fire
47.0586,78.8462,16.3934,54.2857,56,37.8571,89.2857,0,19.8329,22.9508,17.3077,0,0,0.62279,0.545909,59.5238,7.14286,52.381,34.6154,0.288248,39.3443,21.3115,0,5.26316,53.0952,0,0.452381,39.2857,0.162367,0,0,82.0513,60.7143,0,0,0.27892,97.619,0,52.381,79.7619,0,0,49.5238,50.1168,0.549228,7.69231,77.381,0,49.2857,46.4286,fire
32.3077,26.0417,8.69565,50.5155,47.3684,46.9231,0,0,17.0944,21.7391,29.1667,100,0,0.533661,0.193967,0,14.1026,38.2263,50,0.906558,53.6232,15.942,0,3.44828,55.209,0,0,51.2821,0.234853,0.463768,10.7692,50,32.0513,7.14286,0,0.595494,23.0769,2.5641,53.7025,0,47.9167,3.32219,54.1237,29.4872,0.216655,8,82.0513,-25.4282,66.1538,48.5999,fire
45.0534,32.6923,7.14286,49.5238,61.5385,51.4286,33.3333,0,24.405,25,37.5,0,0,0.503978,0.351095,0,27.1062,77.381,49.0385,0.583706,55.3571,12.5,0,0,46.6207,0,0.380735,14.2857,0.369289,0.470588,0,6.41026,45.7968,13.3333,0,0.54409,7.93651,0,48.5714,23.3766,0,2.5,10.9524,14.2857,0.51634,17.3913,90.4762,0,90.7143,75,fire
48.9796,54.0541,42.8571,56.0811,100,29.5918,0,0,20.7711,17.8571,8.10811,0,0,0.457218,0.57634,48.2759,0,50,21.6216,0.854545,21.4286,17.8571,0,43.4783,48.8477,0,0,75.8621,0.067568,0.774322,0,46.4865,48.2759,63.6364,0,0.408279,55.1724,13.7931,47.2973,0,0,0,56.7568,46.5517,0.378788,21.7391,0,0,48.9796,25.8621,fire
82.0513,0,12.5,50,70,25.641,0,0,20.1659,16.6667,12.069,0,0,0.453901,0.68845,54.3478,0,32.6087,12.069,0,50,20.8333,0,58.8235,47.8814,0,0,65.2174,0.129572,0.744934,0,87.069,52.1739,0,0,0.321467,95.6522,6.52174,45.7627,0,0,0.109111,54.2373,47.8261,0.817687,53.8462,0,0,48.7179,45.6522,fire
82.2917,0,21.4286,54.8611,85.7143,23.9583,0,0,21.1163,28.5714,0,0,0,0.159188,0.341105,57.1429,0,44.6429,15.2778,0,32.1429,17.8571,0,45.4545,49.4791,0,0,80.3571,0,0.672166,0,47.1559,48.2143,50,0,0.166733,0,17.8571,45.1389,0,0,0,58.3333,62.7837,0.545495,34.7826,85.7143,0,48.9583,8.92857,fire
70,85.2941,18.75,55.8824,100,30,0,0,20.6711,21.875,8.82353,0,0,0.173336,0.277427,74.0741,0,16.6667,19.1176,0.131918,46.875,12.5,0,40,47.1452,0,0,0,0.088235,0.723314,0,82.3529,55.5556,25,0,0.244938,93.4156,38.8889,48.5294,0,14.7059,0.544218,60.2941,62.963,0.457207,13.0435,0,0,48.8889,9.25926,fire
52.2727,34.8485,9.09091,45.5224,66.6667,25,0,0,19.7745,27.2727,0,0,0,0.520603,0.22,59.6154,0,42.3077,19.697,0,45.4545,18.1818,0,29.4118,49.9457,0,0,0,0,0.64804,0,42.4242,40.2669,0,0,0.169996,0,28.8462,54.4776,0,4.54545,0.378788,61.194,61.5385,0.449769,4.34783,0,0,48.8636,15.3846,fire
65.9574,84.2857,5.26316,49.2958,46.1538,47.8723,0,0,18.7705,28.9474,22.8571,100,0,0.56668,0.394526,49.1525,7.14286,48.2143,64.2857,0.672222,52.6316,13.1579,10.7143,0,43.909,0,0,26.7857,0.206805,0.830357,52.1277,91.4286,62.5,0,0,0.322714,96.4286,0,55.6338,0,0,7.18085,50.7042,48.2143,0.87415,10.5263,10.7143,3.18878,48.9362,59.3168,fire
48.8889,48.5294,14.6341,42.6471,36.3636,51.1111,0,0,20.1809,9.7561,33.8235,0,0,0.277092,0.299682,64.8148,24.0741,40.7407,47.0588,0,56.0976,19.5122,0,0,59.4495,0,0,81.4815,0.317539,0.714968,49.4444,8.82353,53.7508,10,0,0.643526,92.5926,25.9259,59.5588,0,4.41176,1.00629,56.6176,51.8519,0.597885,5,0,3.55999,48.8889,57.4074,fire
48.2143,45.2381,17.6471,48.8372,0,42.8571,44.1176,100,28.4281,0,71.4286,0,0,0.320842,0.71,38.2353,0,41.1765,11.9048,0.296981,58.8235,23.5294,47.0588,30,49.4186,0,0.588812,76.4706,0.742063,0,48.2143,93.6508,0,0,50,0.262346,91.1765,0,46.2683,-3.79085,0,14.7619,43.0233,61.7647,0.823188,0,8.82353,169.444,3.57143,47.0588,fire
26.6667,29.5455,13.6364,29.6648,40,48.4965,47.2222,0,21.9838,13.6364,34.0909,0,0,0.119949,0.716443,0,16.6667,44.4444,56.8182,0.213244,63.6364,9.09091,0,25,33.5352,0,0.1893,30.5556,0.296898,0,16.6667,22.7273,55.5556,0,0,0.298937,27.7778,0,41.1111,2.93501,0,4.09091,21.1111,19.4444,0.865825,18.1818,0,5.16529,0,55.904,fire
51.521,56.7952,9.375,44.027,14.2857,48.8889,53.0423,0,24.1976,12.5,19.697,0,0,0.373548,0.443122,46.2963,3.7037,49.8324,0,0.353833,56.25,21.875,0,7.69231,44.3715,0,0.423868,75.9259,0.167855,0,0,10.6061,48.1481,12.5,0,0.308549,12.963,16.6667,54.4776,82.4988,0,3.91534,42.5373,49.3339,0,0,70.3704,0,0,57.4074,fire
46.4286,50,18.1818,42.3549,16.6667,46.4286,14,0,25.708,18.1818,0,0,0,0.196429,0.446195,0,0,28,0,0.234375,57.5758,6.06061,0,0,42.0977,0,0.127619,78,0,0,0,3.90625,48,42.8571,0,0.238095,6,0,48.7481,4,0,0.113379,30.4688,54,0,12.5,0,0,0,46,fire
46.0526,48.2143,15,38.8209,44.4444,19.7368,13.0435,0,25.5864,20,17.8571,100,0,0.267159,0.644192,19.5652,0,50,5.35714,0.445097,35,30,0,0,38.2609,0,0.091787,41.3043,0.142857,0,93.4211,96.4286,6.52174,0,0,0.494695,6.95652,0,48.2456,4.34783,0,6.44737,28.0702,39.1304,0.692593,18.1818,50,-2.82262,0,0,fire
47.3684,17.8571,15.3846,53.4483,75,54.8536,0,0,23.0769,7.69231,0,0,0,0.765873,0.266274,45.4545,0,45.4545,42.8571,0,61.5385,15.3846,0,14.2857,55.7046,0,0,77.2727,0,0.470091,78.9474,21.4286,45.4545,0,0,0.285714,45.4545,22.7273,48.2759,0,10.7143,4.51128,53.4483,54.5455,0.294271,25,77.2727,-45.3515,40.566,0,fire
65.9091,81.25,6.25,50,100,40.9091,0,0,25.3623,25,0,0,0,0.157971,0,46.1538,0,46.1538,46.875,0.470588,62.5,6.25,0,0,52.52,0,0,69.2308,0,0.575135,9.65909,93.75,57.6923,0,0,0.228261,92.3077,15.3846,46.1916,0,0,7.11462,51.5152,42.3077,0,40,80.7692,18.9036,47.7273,46.1538,fire
50.4348,50,52.9412,48.5714,100,45.6522,60.7143,0,17.9048,5.88235,11.7647,0,0,0.630692,0.521295,64.2857,0,39.2857,47.0588,0.796296,17.6471,23.5294,0,0,51.1397,0,0.5,75,0.147059,0.591704,56.5217,64.7059,21.4286,75,0,0.501949,85.7143,35.7143,42.871,35.7143,11.7647,6.78261,54.2857,50,0.560847,27.2727,85.7143,16,47.8261,46.4286,fire
32.3529,0,27.2727,48.0769,50,50,0,0,23.7327,9.09091,26.9231,100,0,0.82,0.419048,65,15,50,46.1538,0,36.3636,27.2727,0,50,57.507,0,0,55,0.182234,0.612179,47.0588,46.1538,45,0,0,0.571111,75,50,50,0,26.9231,22.3529,53.8462,35,0.442985,14.2857,40,25,47.0588,80,fire
52,36.8421,26.6667,48.6842,20,39.2203,26.6667,0,21.5686,0,44.7368,0,0,0.608631,0.340136,70,43.3333,40,18.4211,0.809524,53.3333,20,0,37.5,49.4737,0,0,86.6667,0.421699,0.629386,0,2.63158,73.3333,0,0,0.66898,20,43.3333,53.9474,6.66667,10.5263,0.571429,59.2105,60,0,10,0,0,48,30,fire
72.8571,87.5,23.0769,50.8283,77.7778,48.5846,0,0,24.856,23.0769,11.5385,0,0,0.465764,0.429927,48.8095,0,80.9524,49.0385,0.768012,38.4615,15.3846,0,25,50,0,0,35.7143,0.088462,0.670027,0,98.0769,48.8095,12.5,0,0.273719,97.619,0,50.8209,0,0,0,49.5238,36.9048,0.553258,35.2941,0,0,49.2857,34.5238,fire
49.2063,0,24.4444,50.5319,53.8462,57.178,0,0,22.6846,13.3333,47.8723,0,0,0.91488,0.23994,40.5405,43.2432,43.5339,58.7983,0,48.8889,13.3333,0,18.75,59.1301,0,0,52.7027,0.484472,0,0,0,59.4595,11.1111,0,0.713642,0,0,52.6596,0,0,0.023004,37.766,17.5676,0.312532,28.5714,0,0,3.1746,85.1351,fire
61.7647,80.3922,11.6279,51.9417,75,52.9412,0,20,27.4099,18.6047,51.9608,20,0,0.821201,0.310164,10.9756,37.8049,62.1951,53.9216,0.476415,53.4884,16.2791,0,17.3913,49.7573,0,0,17.0732,0.431373,0,46.3235,87.2549,0,0,0,0.899524,93.9024,0,54.5285,0,0,2.98319,28.1553,26.8293,0.550434,25,0,2.04082,0,91.4634,fire
47.3241,49.0385,19.5122,49.5238,62.5,48.5714,30.9524,0,35.8766,19.5122,35.5769,0,0,0.5315,0.132367,84.5238,25,73.8095,47.1154,0.537537,53.6585,7.31707,0,0,48.5611,0,0.322626,0,0.283136,0,0,98.0769,48.8095,44.4444,0,0.755229,14.2857,0,48.0952,2.38095,0,0,80.9524,0,0.116255,36.8421,0,0,29.2857,83.3333,fire
41.9182,23.5294,28.9474,50.3562,15.3846,52.4537,19.5122,0,23.9175,18.4211,41.1765,0,0,0.599584,0.280085,48.7805,35.3659,41.9861,50.6286,0.663381,36.8421,15.7895,0,18.75,45.8937,0,0.11471,67.0732,0.539763,0.723091,0,15.6863,48.7805,10,0,0.424904,17.0732,15.8537,49.0291,-1.08401,0,0.087835,52.9126,26.8293,0.349657,25,0,0,49.2754,71.9512,fire
48.6487,85.1852,13.7931,49.0909,88.8889,48.6487,0,0,23.7867,34.4828,11.1111,0,0,0.26936,0.57409,46.6507,0,47.7273,56.6411,0.69697,48.2759,3.44828,0,0,54.5045,0,0,29.5455,0.102293,0.70308,89.1892,94.4444,65.9091,0,0,0.297585,77.2727,0,52.7273,0,0,0.614251,48.1818,50,0.506205,21.4286,0,10.3306,48.6487,59.0909,fire
45.6522,61.0332,21.2121,45.8215,40,47.8261,74.0741,0,23.4635,12.1212,29.4118,100,0,0.456314,0.536418,48.1481,18.5185,44.4444,51.5228,0.121001,54.5455,12.1212,0,22.7273,53.6232,0,0.565844,38.8889,0.290955,0,44.5652,55.8824,66.6667,0,0,0.51814,70.3704,0,54.0524,62.963,42.5339,9.31677,49.2754,48.1481,0.345464,13.0435,27.7778,156.38,48.913,50,fire
52.7778,83.3333,21.4286,39.5174,33.3333,44.4444,0,0,20.1745,2.38095,48.1481,0,0,0.434215,0.375357,47.7273,43.1818,54.5455,48.1481,0.28125,61.9048,14.2857,0,0,50.746,0,0,36.3636,0.551349,0.883721,36.1111,96.2963,68.1818,0,0,0.624186,95.4545,0,53.6364,0,0,2.71318,49.0909,45.4545,0.732823,16.6667,40.9091,5.40833,48.6111,43.1818,fire
49.4262,81.8182,21.9512,54.4776,33.3333,54.0125,90.7407,0,19.371,4.87805,34.8485,100,0,0.418305,0.212846,50,25.9259,53.7037,62.4948,0.535613,65.8537,7.31707,0,6.66667,59.6227,0,0,66.6667,0.306341,0.530342,15.873,90.9091,51.8519,0,0,0.640056,96.2963,0,51.9295,88.8889,0,4.44444,55.2239,51.8519,0.180859,6.25,0,3.13261,48.8889,74.0741,fire
47.3478,73.5294,19.1489,48.5507,37.5,47.9071,85.1852,0,19.1356,6.38298,10.2941,0,0,0.469172,0.300486,48.1481,0,50,57.3529,0.32383,68.0851,6.38298,0,26.6667,56.5217,0,0.453704,51.8519,0.036765,0.802054,0,85.2941,48.1481,0,0,0.563305,96.2963,0,56.2425,77.7778,0,0.127877,52.1739,40.7407,0.501408,31.8182,77.7778,0,48.913,46.2963,fire
77.2928,89.0625,33.3333,50,80,39.2857,0,0,22.3696,16.6667,9.375,0,0,0,0.577517,50,0,12,0,0,33.3333,16.6667,0,73.3333,48.4737,0,0,82,0.09375,0.769231,0,93.75,48,22.2222,0,0.363321,68,14,45.3125,0,0,8.66911,58.5938,50,0,38.0952,0,0,48.8095,46,fire
0,0,33.3333,77.6434,44.4444,0,0,33.3333,18.7358,22.2222,12.9032,22.2222,0,0,0,47.9167,0,0,0,0,18.5185,25.9259,45.2083,66.6667,49.8893,0,0,47.9167,0.121212,0.778056,48.7805,0,0,0,0,0.281594,0,56.25,26.6129,0,27.4194,10.469,68.7072,68.75,0,100,64.5833,145.295,48.7805,0,fire
78.9474,0,30,50,87.5,48.6842,0,0,21.5294,30,12.5,0,0,0.79187,0.64547,60.8696,0,47.8261,10.7143,0,10,30,0,70.5882,51.0288,0,0,78.2609,0.107143,0.753542,10.5263,96.4286,45.8356,0,0,0.350646,82.6087,26.087,46.4912,0,5.35714,0.192555,52.6316,45.6522,0.66129,91.6667,0,5.94884,48.6842,49.7646,fire
66.6667,0,57.1429,50,100,31.4325,0,0,22.2222,19.0476,17.7419,0,0,0.869048,0.469274,58,0,58,12.9032,0,14.2857,9.52381,0,33.3333,47.9885,0,0,78,0.117015,0.816138,22.619,0,47.4167,0,0,0.379638,0,22,48.4127,0,0,0.396825,49.2063,48,0.596774,38.4615,0,5.66893,48.8095,6,fire
93.5897,0,10.3448,48.3051,44.4444,23.0769,0,0,20.2778,20.6897,15.5172,100,0,0.875,0.508327,47.8261,0,50,13.7931,0,48.2759,20.6897,0,53.8462,42.0168,0,0,54.3478,0.091954,0.759731,2.5641,0,34.0179,50,0,0.350644,0,10.8696,47.4576,0,20.6897,1.81624,49.1525,26.087,0.922839,21.0526,76.087,17.3611,48.7179,36.9565,fire
30,28.2609,21.0526,39.5904,0,46.6667,30.5556,0,27.1617,15.7895,36.9565,0,0,0.579955,0.382682,13.8889,22.2222,55.5556,47.4828,0.449405,52.6316,10.5263,0,18.1818,42.9348,0,0.128086,69.4444,0.326087,0,23.3333,43.4783,0,0,0,0.801802,31.4815,0,58.6956,5.55556,0,4.68468,32.6087,61.1111,0.508287,11.1111,0,7.3046,0,47.2222,fire
37.1429,44.2308,14.2857,44.0817,50,51.6699,47.619,0,25.2273,19.0476,34.6154,0,0,0.224274,0.636277,0,19.0476,50,48.0769,0.240912,61.9048,4.7619,4.7619,0,48.5849,0,0.365873,40.4762,0.334164,0,18.5714,34.6154,57.1429,25,0,0.403496,42.8571,0,49.6441,-11.9048,0,5.95238,15.0943,16.6667,0.682595,6.66667,0,146.605,0,43.226,fire
48.8372,20.3125,10.3448,37.3846,50,24.0235,21.1538,0,25,20.6897,23.4375,0,0,0.474327,0.671312,5.76923,5.76923,51.9231,10.9375,0.139434,68.9655,0,0,0,35.7692,0,0.069088,0,0.195441,0.113527,93.0233,12.5,23.0769,16.6667,0,0.369008,15.3846,0,47.6923,3.84615,0,1.11223,26.9231,26.9231,0.861111,10,61.5385,207.939,91.8605,0,fire
46.6388,25,35.2941,42.8541,75,49.0566,26.5625,0,32.5758,29.4118,0,0,0,0.380137,0.636027,0,0,53.125,0,0.256365,35.2941,0,0,0,42.4919,0,0.205992,43.75,0,0,92.4528,12.5,78.125,25,0,0.210231,15.625,0,48.75,3.125,0,1.58662,13.125,59.375,0,4.7619,43.75,5.16529,96.2264,46.875,fire
51.529,18.75,17.2414,39.2308,83.3333,15.1163,17.3077,0,25.2492,10.3448,0,0,0,0.694444,0.738399,0,0,25,3.125,0.652047,62.069,10.3448,0,9.09091,39.1943,0,0.173077,34.6154,0,0.411765,95.3488,20.3125,13.4615,28.5714,0,0.173039,25,0,44.6154,18.3761,0,1.77839,23.0769,39.2928,0,10,55.7692,19.2234,95.3488,0,fire
48.7179,48.2759,32,46.4076,42.8571,48.7179,47.8261,0,22.9841,8,12.069,0,0,0.614658,0.697607,58.6956,0,78.2609,46.5517,0.518738,40,20,0,46.6667,43.8731,0,0.505356,0,0.12069,0.712454,8.97436,13.7931,47.8261,60,0,0.393856,17.3913,32.6087,44.9153,134.783,3.44828,1.53846,65.2542,84.7826,0.691346,13.3333,0,24.4898,48.7179,51.7227,fire
51.25,91.6667,25,50,44.4444,33.75,0,0,21.1443,33.3333,8.33333,0,0,0.585487,0.662121,47.9167,0,47.9167,0,0,29.1667,12.5,0,73.913,54.1667,0,0,77.0833,0.083333,0.761778,0,96.6667,30.609,37.5,0,0.387461,91.6667,10.4167,51.6667,0,0,4.43182,51.6667,47.9167,0,56.25,0,0,48.75,43.75,fire
50,48.2759,17.2414,55.0847,85.7143,26.9231,63.0435,0,21.6067,24.1379,8.62069,0,0,0.665947,0.775609,47.8261,0,52.0111,3.44828,0.815777,44.8276,13.7931,0,37.5,50.8403,0,0,76.087,0.078161,0.679663,0,1.72414,36.9565,25,0,0.233848,82.6087,6.52174,49.1525,63.0435,0,0,56.7797,56.5217,0,18.75,0,0,48.7179,34.7826,fire
48.8095,67.7419,32.1429,57.9365,66.6667,42.8571,76,0,21.9953,14.2857,0,0,0,0.344393,0.545825,66,0,52.7246,19.3548,0.291024,32.1429,21.4286,0,44.4444,51.5321,0,0.84,86,0,0.76033,0,67.7419,48,33.3333,0,0.244318,84,30,44.4444,54.6667,9.67742,1.28968,58.7302,62,0.260317,6.66667,0,0,48.8095,48,fire
50.0923,50,8.33333,54.0009,80,46.6667,48.1481,0,25.3765,16.6667,0,0,0,0.266181,0.675889,79.6296,0,29.6296,16.6667,0.349281,62.5,12.5,0,55.5556,44.5434,0,0.274426,0,0,0.702668,0,1.51515,47.1451,75,0,0.282219,40.7407,53.7037,41.0448,9.78836,21.2121,5.63307,71.6418,0,0.235677,0,0,0,44.4444,40.7407,fire
46.1538,45,33.3333,47.5,0,46.1538,43.75,0,40.4762,0,20,0,0,0.458063,0.330952,0,12.5,37.5,0,0.616667,66.6667,0,0,100,43.75,0,0.5,18.75,0.2,0,0,53.3333,43.75,0,0,0.7,31.25,0,37.5,12.5,0,1.0989,22.5,0,0,50,56.25,0,0,37.5,fire
52.7778,53.5714,33.3333,48.2143,0,44.6721,63.6364,0,39.4558,66.6667,0,0,0,0.122396,0.680308,0,0,68.1818,42.8571,0.175926,0,0,0,0,49.0691,0,0.575758,22.7273,0,0.497024,0,53.5714,45.4545,100,0,0.662037,69.697,0,41.586,27.2727,0,0.694444,37.5,40.9091,0.648148,40,54.5455,0,83.3333,45.4545,fire
47.0588,39.3116,42.8571,48,0,44.1176,0,0,0,14.2857,20.8333,0,0,0.470513,0.65,0,0,55,45.8333,0.577778,28.5714,14.2857,0,0,43.3673,0,0,25,0.188889,0,41.1765,66.6667,25,0,0,0.383013,80,0,48,0,0,6.61765,10,0,0.75,20,80,208.031,0,47.9268,fire
83.6538,0,33.3333,50.641,45.4545,56.8578,0,0,25.4721,16.6667,19.2308,0,0,0.842308,0.258682,48.3871,0,27.4194,54.6444,0,33.3333,16.6667,0,41.1765,55.414,0,0,58.0645,0.164116,0.721154,0,0,59.6774,0,0,0.364134,0,0,48.0769,0,0,0.184911,49.359,40.0861,0.208601,39.1304,0,0,49.0385,74.1936,fire
49.0566,48.7179,33.3333,49.3671,54.5455,46.2264,17.7419,0,25.1319,29.6296,19.2308,0,0,0.801634,0.295868,48.3871,0,46.7276,38.4615,0.833542,18.5185,18.5185,0,28.5714,48.3626,0,0.16708,25.8064,0.150595,0.841515,0,21.7949,61.374,20,0,0.419384,29.0323,0,49.3671,12.6551,0,0.517943,50,8.06452,0.24224,11.1111,0,0,49.0566,67.7419,fire
50,35,48.4848,52.4691,37.5,55.4768,0,0,25.5819,9.09091,40,0,0,0.602251,0.355866,42.0675,21.875,46.5144,52.8033,0.90036,27.2727,15.1515,0,36.8421,51.9671,0,0,68.75,0.440159,0.644231,0,65,46.875,60,0,0.310434,34.375,0,49.3827,0,0,0,53.0864,29.6875,0.345038,26.3158,0,0,49.0741,71.875,fire
70,86.5854,28.125,50.6098,69.2308,44.5455,0,0,20.0289,18.75,29.2683,0,0,0.707969,0.405922,48.4848,10.6061,48.4848,39.0244,0.839147,34.375,18.75,0,30.7692,47.3394,0,0,31.8182,0.260714,0.806652,0,96.9512,48.4848,46.1538,0,0.404783,93.9394,0,49.3902,0,0,0,49.3902,39.3939,0.654894,70,0,0,49.0909,62.1212,fire
54.6875,90.625,63.3333,54.6875,80,48.4375,0,0,27.1667,10,17.7083,0,0,0.798817,0.319764,48.6842,0,57.8947,44.7917,0.736842,23.3333,3.33333,0,19.0476,48.4456,0,0,63.1579,0.148304,0.777333,0,96.5278,48.6842,58.3333,0,0.347674,97.3684,0,47.3958,0,0,0,54.3281,50,0.732143,29.1667,0,0,49.2188,47.3684,fire
17.7083,12.5,2.38095,47.4206,25,48.9583,0,25,25.2323,14.2857,29.3056,75,0,0.817407,0.445263,48.2143,0,39.2857,33.3333,0.932432,66.6667,16.6667,0,50,48.2639,0,0,67.8571,0.182239,0.6525,33.3333,1.38889,0,40,0,0.273698,39.2857,0,55.8235,0,25,8.41667,53.4722,46.4286,0.553124,0,0,4,48.9583,58.9286,fire
48.2759,0,14.5833,54.5977,62.5,47.4138,0,75,23.1195,6.25,26.7442,25,0,0.861679,0.259494,48.5294,7.35294,27.9412,43.0233,0,58.3333,20.8333,11.7647,25,49.5776,0,0,75,0.303322,0.498791,40.5172,1.16279,48.5294,0,0,0.251303,0,8.82353,48.2759,0,0,6.24593,50,52.3994,0.509995,11.5385,0,3.55999,50.8621,48.5294,fire
