@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Airs_Triangle_1_X_0_4 numeric
@attribute Harris_Corners_X_0_4 numeric
@attribute Hough_Lines_Vertical_0_4 numeric
@attribute Hough_Lines_Horizontal_0_4 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Hough_Lines_DiagonalNeg_0_4 numeric
@attribute Hough_Circles_Radius_0_4 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_1_4 numeric
@attribute Airs_Triangle_1_Y_1_4 numeric
@attribute Harris_Corners_X_1_4 numeric
@attribute Mass_Center_X_1_4 numeric
@attribute Mass_Center_Y_1_4 numeric
@attribute Hough_Lines_Vertical_1_4 numeric
@attribute Hough_Lines_Horizontal_1_4 numeric
@attribute Hough_Lines_DiagonalPos_1_4 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Hough_Circles_Radius_1_4 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Triangle_1_X_2_4 numeric
@attribute Airs_Triangle_1_Y_2_4 numeric
@attribute Harris_Corners_X_2_4 numeric
@attribute Mass_Center_X_2_4 numeric
@attribute Mass_Center_Y_2_4 numeric
@attribute Hough_Lines_Vertical_2_4 numeric
@attribute Hough_Lines_Horizontal_2_4 numeric
@attribute Hough_Lines_DiagonalPos_2_4 numeric
@attribute Hough_Lines_DiagonalNeg_2_4 numeric
@attribute Hough_Circles_Radius_2_4 numeric
@attribute Airs_Center_X_3_4 numeric
@attribute Airs_Triangle_1_Y_3_4 numeric
@attribute Harris_Corners_X_3_4 numeric
@attribute Mass_Center_X_3_4 numeric
@attribute Mass_Center_Y_3_4 numeric
@attribute Hough_Lines_Vertical_3_4 numeric
@attribute Hough_Lines_Horizontal_3_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Hough_Circles_Radius_3_4 numeric
@attribute Airs_Center_X_0_9 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Hough_Lines_Vertical_0_9 numeric
@attribute Hough_Lines_DiagonalPos_0_9 numeric
@attribute Hough_Lines_DiagonalNeg_0_9 numeric
@attribute Airs_Center_X_1_9 numeric
@attribute Airs_Triangle_1_X_1_9 numeric
@attribute Airs_Triangle_1_Y_1_9 numeric
@attribute Harris_Corners_X_1_9 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalPos_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_1_9 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Hough_Lines_Vertical_2_9 numeric
@attribute Hough_Lines_DiagonalPos_2_9 numeric
@attribute Hough_Lines_DiagonalNeg_2_9 numeric
@attribute Airs_Triangle_1_Y_3_9 numeric
@attribute Airs_Triangle_2_X_3_9 numeric
@attribute Airs_Length_Contours_3_9 numeric
@attribute Harris_Corners_X_3_9 numeric
@attribute Mass_Center_X_3_9 numeric
@attribute Mass_Center_Y_3_9 numeric
@attribute Hough_Lines_Horizontal_3_9 numeric
@attribute Hough_Lines_DiagonalPos_3_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_9 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Mass_Center_Y_4_9 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Lines_Nb_4_9 numeric
@attribute Airs_Triangle_1_Y_5_9 numeric
@attribute Airs_Triangle_2_X_5_9 numeric
@attribute Harris_Corners_X_5_9 numeric
@attribute Mass_Center_Y_5_9 numeric
@attribute Hough_Lines_Vertical_5_9 numeric
@attribute Hough_Lines_Horizontal_5_9 numeric
@attribute Hough_Lines_DiagonalPos_5_9 numeric
@attribute Hough_Lines_DiagonalNeg_5_9 numeric
@attribute Black_Pixel_6_9 numeric
@attribute Airs_Triangle_1_X_6_9 numeric
@attribute Airs_Triangle_1_Y_6_9 numeric
@attribute Mass_Center_X_6_9 numeric
@attribute Hough_Lines_Vertical_6_9 numeric
@attribute Hough_Lines_Horizontal_6_9 numeric
@attribute Hough_Lines_DiagonalPos_6_9 numeric
@attribute Hough_Lines_DiagonalNeg_6_9 numeric
@attribute Black_Pixel_7_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Triangle_1_X_7_9 numeric
@attribute Airs_Length_Contours_7_9 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Hough_Lines_Vertical_7_9 numeric
@attribute Hough_Lines_Horizontal_7_9 numeric
@attribute Hough_Lines_DiagonalNeg_7_9 numeric
@attribute Hough_Circles_Radius_7_9 numeric
@attribute Airs_Triangle_1_Y_8_9 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Hough_Lines_DiagonalPos_8_9 numeric
@attribute Hough_Lines_DiagonalNeg_8_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_DiagonalPos_1_16 numeric
@attribute Mass_Center_X_2_16 numeric
@attribute Mass_Center_Y_2_16 numeric
@attribute Hough_Lines_Horizontal_2_16 numeric
@attribute Airs_Triangle_2_X_3_16 numeric
@attribute Hough_Lines_DiagonalNeg_3_16 numeric
@attribute Mass_Center_Y_4_16 numeric
@attribute Hough_Lines_Horizontal_4_16 numeric
@attribute Airs_Triangle_1_X_5_16 numeric
@attribute Airs_Triangle_1_Y_5_16 numeric
@attribute Mass_Center_Y_5_16 numeric
@attribute Hough_Lines_Vertical_5_16 numeric
@attribute Mass_Center_X_6_16 numeric
@attribute Hough_Lines_Nb_6_16 numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_8_16 numeric
@attribute Hough_Lines_Horizontal_8_16 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Airs_Center_Y_10_16 numeric
@attribute Mass_Center_X_10_16 numeric
@attribute Hough_Lines_DiagonalPos_10_16 numeric
@attribute Mass_Center_X_11_16 numeric
@attribute Harris_Corners_X_12_16 numeric
@attribute Mass_Center_Y_12_16 numeric
@attribute Hough_Lines_Horizontal_12_16 numeric
@attribute Airs_Triangle_1_Y_14_16 numeric
@attribute Mass_Center_X_14_16 numeric
@attribute Hough_Lines_Vertical_14_16 numeric
@attribute Hough_Lines_DiagonalPos_14_16 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Hough_Lines_Vertical_15_16 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Mass_Center_Y_1_25 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Airs_Center_X_3_25 numeric
@attribute Airs_Triangle_1_Y_3_25 numeric
@attribute Hough_Lines_Vertical_3_25 numeric
@attribute Black_Pixel_4_25 numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Airs_Triangle_1_Y_4_25 numeric
@attribute Hough_Lines_Vertical_4_25 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Center_X_6_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_25 numeric
@attribute Mass_Center_Y_7_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Mass_Center_X_8_25 numeric
@attribute Mass_Center_Y_8_25 numeric
@attribute Black_Pixel_9_25 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Airs_Length_Contours_9_25 numeric
@attribute Mass_Center_X_9_25 numeric
@attribute Mass_Center_Y_9_25 numeric
@attribute Hough_Lines_Nb_9_25 numeric
@attribute Airs_Center_X_10_25 numeric
@attribute Mass_Center_X_10_25 numeric
@attribute Airs_Triangle_1_Y_11_25 numeric
@attribute Hough_Lines_Vertical_11_25 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Mass_Center_Y_12_25 numeric
@attribute Airs_Center_X_13_25 numeric
@attribute Mass_Center_X_13_25 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Mass_Center_X_14_25 numeric
@attribute Airs_Center_Y_15_25 numeric
@attribute Mass_Center_Y_15_25 numeric
@attribute Mass_Center_X_16_25 numeric
@attribute Mass_Center_Y_16_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Triangle_1_Y_17_25 numeric
@attribute Harris_Corners_X_17_25 numeric
@attribute Airs_Center_Y_18_25 numeric
@attribute Mass_Center_Y_19_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Triangle_1_X_21_25 numeric
@attribute Harris_Corners_X_21_25 numeric
@attribute Hough_Lines_Horizontal_21_25 numeric
@attribute Airs_Center_X_22_25 numeric
@attribute Airs_Triangle_1_X_22_25 numeric
@attribute Mass_Center_Y_22_25 numeric
@attribute Airs_Center_X_23_25 numeric
@attribute Mass_Center_Y_23_25 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.6377,145.629,3.12912,0.502167,0.328459,57.6923,3.84615,19.2308,19.2308,45.4451,55.2,20.1714,0,51.5778,30.1523,4.34783,12.5,37.5,50,0,12.9032,46.3768,-40.5797,156.087,10.1449,0.455451,0.39055,28.5714,0,21.4286,50,25.8065,47.1014,27.5992,-16.4005,57.971,0.55018,0.415644,22.2222,0,33.3333,44.4444,25.8065,53.6232,2.60146,53.6232,0.595844,0.473622,50,7.14286,14.2857,28.5714,30.6452,45.986,0.355895,33.3333,11.1111,11.1111,69.5652,2.58519,-74.4409,47.8261,0,0,80,44.7943,0.394205,66.6667,0,33.3333,307.357,207.939,46.5,86.9565,0.614275,0.57187,25,0,75,8.74867,94.5652,-3.24482,0.55634,50,0,6,-52.7936,214.276,5.07246,0.587173,100,0,0,0,5.56734,95.6522,-132.064,0.896174,100,0,0,0,3.12831,48.913,114.348,166.5,0.353659,100,0,0,0,135.537,0.40203,0,16.6667,48.5294,8.82353,0.22954,0,0.569616,0.487715,0,253.935,0,0,0,-8.82353,264.048,0.495054,0,0.761438,2,83.8235,0.418627,0.661746,0,54.4118,0.519086,166.493,0.773575,100,0.073529,59.8039,0.656586,0,-0.945983,0.819917,0,0,23.5294,0,48.1481,3.7037,11.1111,0.210562,0.294869,79.6296,16.6667,237.333,0,8.2963,92.5926,96,100,18.5185,68.5185,0,0,0,51.8519,0.536908,0.314852,3.25926,0,0,0,0,0,0,38.8889,0.441064,16,50,61.1111,0.513573,0,0,55.5556,0.532548,0,0,0.45679,0.292043,85.1852,16,87.037,360,0.62963,0,3.7037,1.85185,0,0,0,0,22.2222,0.239788,68.5185,gas
50.4089,-65.4306,45.1344,0.489793,0.363431,15,75,10,0,47.0588,48.71,37.3581,0,48.7952,29.0017,53.4137,0,64.2857,7.14286,28.5714,0,48.927,119.277,12.7551,8.43373,0.636352,0.612354,25,37.5,37.5,0,50,49.3976,22.4535,208.72,69.8795,0.188872,0.122677,0,83.3333,16.6667,0,71.4286,49.3976,-153.632,7.22892,0.512489,0.375193,28.5714,42.8571,0,28.5714,39.2857,50,0.625558,0,0,11.1111,31.1962,-8.72727,470.914,54.5455,0,0,0,71.8182,0.473684,0,100,0,27.7008,191.736,485.5,92.7273,0.568498,0.633587,100,0,0,27.3684,49.0909,581.717,0.481287,0,100,6,-55.0783,95.6877,41.8182,0.386667,0,75,0,25,7.27273,16.3636,27.7008,0,0,100,0,0,7.46411,59.0909,61.4354,5.5,0.663743,0,0,0,0,27.7008,0.099123,0,0,54.8781,90.2439,0.663265,0,0.130081,0.238095,100,-92.8019,0,0,0,0,0,0,0,0.166667,0,85.3659,0,0.579365,0,70.7317,0.473073,331.633,0.119015,0,0.306552,17.0732,0.380952,100,-34.753,0.395972,0,0,48.7805,0,62.1212,12.5874,79.2929,0.204545,0.568182,12.1212,63.6364,743.802,0,38.292,48.4848,-134.298,0,48.4848,21.2121,51.5152,0.102273,0.136364,21.2121,0.227273,0.272727,14.0496,413.223,65.3199,1.5,0,0,0,0,0,82.6446,0,56.0606,0.787879,0,0,0,0,289.256,0.510101,0,0,0,0,95.4545,0,0.465657,48.4848,63.6364,34.8485,100,59.0909,51.5152,0,75.7576,0,28.7879,injury
49.4286,-35.0754,48.6309,0.411429,0.305393,7.69231,92.3077,0,0,52.2198,51.3846,39.8462,0,49.4253,73.0531,8.04598,0,81.8182,9.09091,9.09091,50,44.2529,13.8269,14.9662,39.3678,0.405277,0.680227,7.69231,84.6154,7.69231,0,40,50,105.517,16,5.28736,0.230268,0.044333,0,100,0,0,0,49.4253,-288.383,59.1954,0.572788,0.43284,0,50,0,50,0,54.3103,0.396312,0,20,0,39.6552,1.72414,-468.75,72.4138,80,0,0,62.069,0.586397,0,100,0,-89.1426,2.97265,111,12.069,0.072371,0.251157,80,0,20,26.0776,49.1379,-312.5,0.48607,0,100,6,39.0625,-27.8686,43.1034,0.283584,0,60,0,40,0.646552,0,0,0,0,0,0,0,7.43534,75,69.6839,6,0.729167,0,0,0,0,370.725,0.359375,0,50,63.9535,90.6977,0.598148,0,0.130491,0.074074,100,135.208,0,0,0,0,0,0,0,0.367442,0,74.4186,0.724668,0,0,55.814,0.569444,381.944,0.196576,0,0.600775,41.8605,0.467901,100,13.6409,0.182171,0,0,48.8372,0,72.8571,94.7619,88.5714,0,0.529861,44.2857,54.2857,0,0,36.2857,49.1071,100,0,48.5714,17.1429,70,0,0,27.1429,0,0,12.2857,450,82.8571,0,0,0,0,0,0,100,0,45.7143,0.15,0,0,0,0,400,0.522222,0,0,71.4286,100,90,0,0.55,37.1429,64.7619,71.4286,0,87.1429,80,0,60,0,22.8571,injury
49.4681,-50.9731,20.6765,0.45852,0.431854,0,88.2353,5.88235,5.88235,53.0395,53.5014,36.5546,0,39.8936,-17.0213,45.2128,0,100,0,0,0,43.0851,64.1127,380.436,11.7021,0.597923,0.745608,0,55.5556,44.4444,0,44,49.4681,112.275,16,72.3404,0.178135,0.238997,0,75,8.33333,16.6667,68,48.9362,-240,40.4255,0.436934,0.435556,0,71.4286,0,28.5714,48,55.6452,0.761905,0,0,0,35.4839,71.8216,396.906,64.5161,0,0,0,54.0323,0.507246,0,75,0,580.294,2.08969,29.5,50,0.243504,0.228881,75,25,0,28.463,49.1936,999.569,0.382431,0,83.3333,6,642.813,115.301,43.5484,0.343021,0,25,0,75,20.6831,60.4041,463.516,0.230511,0,100,0,0,6.83112,67.7419,56.0309,5,0.679739,0,0,0,0,34.6021,0.357969,0,0,70.2128,90.4255,0,0,0.178318,0.325397,100,0,0,0.222222,100,2.12766,69.4445,0.166667,0,0.215721,0,74.4681,0.748653,0,0,48.9362,0.519571,381.944,0.489703,0,0.325703,15.9574,0.081482,100,-376.984,0.112992,0,0,55.3191,0,0,0,87.8378,0,0,32.4324,54.0541,100,0,36.4865,48.6487,-150,0,36.4865,16.2162,31.0811,0.207851,0.433333,52.7027,0.600386,0.6,16.7568,450,91.4414,0.5,0,0,1,0,0,-600,0,0,0,59.4595,0,21.6216,0.162162,400,0.511111,0,0,74.3243,100,91.8919,0,0.512037,59.4595,2.7027,14.8649,100,70.2703,70.2703,0.488889,70.2703,0.733333,18.3463,injury
49.7409,-63.644,42.8869,0.358359,0.473104,5,85,5,5,62.4117,54.6945,34.7243,0,35.9375,-10.8333,32.6389,0,87.5,12.5,0,0,45.8333,94.4129,-7.07071,65.625,0.399209,0.557681,10,40,50,0,40,50.5208,110.985,11.1111,39.5833,0.365261,0.212729,0,66.6667,16.6667,16.6667,63.3333,49.4792,319.03,11.9792,0.552474,0.508241,0,28.5714,0,71.4286,40,51.5625,0.722943,0,16.6667,0,57.0312,53.125,275,57.8125,0,0,0,54.6875,0.483,0,100,0,25,229.899,506,13.2812,0.382935,0.634443,33.3333,0,33.3333,27.5781,48.5143,-240.909,0.43582,0,100,7,245.455,-25.0799,46.875,0.430353,20,60,0,20,12.1094,92.1875,25,0.652344,0,100,0,0,5.9375,64.0625,56.0826,1.5,0.520635,0,0,0,0,281.522,0.462495,0,100,59.375,54.1667,0.738889,0,0.16088,0.303704,100,71.6146,100,0,0,0,0,0,0,0.248904,0,58.3333,0.685847,0,0,59.375,0.50582,288.889,0.279646,0,0,22.9167,0.192593,100,-61.9459,0.240109,0,0,48.9583,0,71.0526,47.3684,83.1579,0.631579,0.805556,17.1053,74.6149,-74.2337,0,40.3509,48.6842,-0.000017,0,48.6842,13.1579,51.3158,0.435307,0.256944,32.8947,0.480463,0.28851,12.9386,381.944,83.8816,0.5,0,0,0,0,0,-555.556,0,0,0,0,0,0,0,138.889,0.239583,0,0,68.4211,-555.556,43.4211,0,0.488345,36.8421,-15.7895,1.31579,100,65.7895,62.9187,0.333333,0,0,26.3158,injury
49.4382,-54.1036,55.7378,0.507612,0.437233,6.25,93.75,0,0,50.1478,54.663,41.8283,0,47.191,-14.382,47.4719,0,88.8889,0,11.1111,0,44.9438,66.5514,331.633,38.2022,0.38968,0.410267,0,42.8571,57.1429,0,53.5714,50.5618,115.281,12.7551,5.61798,0.368981,0.124309,0,100,0,0,0,48.8764,153.82,13.4831,0.524539,0.466793,0,33.3333,0,66.6667,61.9048,44.0678,0.809524,0,0,0,31.3559,1.35593,409.972,10.1695,0,0,0,65.2542,0.472982,0,100,0,470.914,210.667,206,54.2373,0.455439,0.433102,66.6667,0,33.3333,29.2596,49.1525,404.432,0.452851,0,83.3333,6,517.452,94.8003,42.3729,0.449335,0,100,0,0,24.8885,0,0,0,0,0,0,0,4.10348,65.2542,74.3155,0.5,0.380117,0,0,0,0,27.7008,0.473684,0,25,65.9091,94.3182,0.815476,0,0.182576,0.307143,100,-19.6281,50,0,0,0,0,0,0,0.215909,0,68.1818,0.670455,0,0,60.2273,0.495238,357.143,0.352967,0,0.364132,25,0.179012,100,-26.6193,0.293561,0,0,48.8636,0,0,0,0,0,0,42.8571,57.1429,-211.203,0,41.2987,48.5714,743.802,0,48.5714,12.8571,68.5714,0,0,40,0,0,15.3247,413.223,99.5238,2.5,0,0,0,0,0,-578.512,0,0,0,0,0,0,0,82.6446,0,0,0,65.7143,-578.512,63.5714,0,0.504079,51.4286,-5.38462,85.7143,100,68.5714,62.8571,0.318182,0,0,25.7143,injury
50.3145,100.218,44.8276,0.44664,0.390205,20,70,10,0,45.3918,57.2727,30.303,0,48.6111,-59.1667,81.9444,16.6667,25,25,33.3333,0,47.9167,109.722,-75.7937,40.2778,0.466092,0.315225,0,14.2857,85.7143,0,0,49.3056,83.4722,363.333,83.7963,0.387566,0.361944,14.2857,85.7143,0,0,36.6667,49.3056,22.2222,96.5278,0.793789,0.289931,0,60,0,40,50,45.8333,0.654566,0,0,0,31.25,32.4405,96.4286,35.4167,0,0,0,64.5833,0.48208,0,33.3333,0,25,331.308,153.5,15.625,0.551415,0.629349,0,0,0,29.1667,48.9583,288.104,0.523413,0,100,3,523.913,177.008,33.3333,0.475104,0,25,25,50,14.6875,83.3333,25,0.463715,0,100,0,0,8.33333,26.0417,35,5,0.775,0,0,0,0,25,0.113889,0,0,55.5556,47.2222,0.722222,0,0,0,100,207.285,50,0.133333,0,82.4074,44.4444,0.7,0,0,0,90.2778,0,0,0,61.1111,0.493593,311.111,0.116255,0,0.330633,80.5556,0.4,100,577.778,0.401047,0,0,48.6111,0,62.069,79.3103,68.9655,0.591954,0,10.3448,62.069,-41.175,0,45.6897,47.9281,547.839,0,48.69,17.2414,48.2759,0.278544,0.433796,48.2759,0.232184,0.39156,16.6667,381.944,31.0345,6,0,0,0,0,0,69.4445,0,24.1379,0.569444,0,0,0,0,334.201,0.625,0,0,0,0,65.5172,0,0.489379,29.3103,39.6552,31.7241,0,20.6897,13.7931,0.615079,84.4828,0.686508,20.6897,injury
49.6377,99.2174,44.8628,0.397957,0.42291,0,88.8889,0,11.1111,57.2464,53.1609,33.7644,0,49.0524,1.44928,11.5942,0,45.4545,36.3636,18.1818,31.0345,48.5507,-16.3781,294.529,44.5652,0.567495,0.564269,0,25,75,0,46.5517,49.2754,143.685,11.8906,91.3043,0.351015,0.243392,12.5,62.5,12.5,12.5,0,49.2754,11.8906,95.6522,0.708257,0.440877,0,0,0,100,0,41.3043,0.65864,0,0,33.3333,29.3478,39.1304,470.914,30.4348,0,0,0,52.1739,0.466353,0,40,0,-415.512,51.9849,238,85.8696,0.381739,0.41716,50,0,0,28.4897,48.913,108.285,0.391111,0,100,5,27.7008,-47.259,15.2174,0.448622,0,0,20,80,18.8787,85.3261,27.7008,0.446894,0,75,0,25,3.08924,32.6087,42.3913,0,0.298246,0,0,0,0,-35.6154,0.438596,0,33.3333,64.7059,52.9412,0.54151,0,0.882353,0.178571,0,8.65052,0,0.169048,100,76.4706,51.0204,0,0,0,0,69.1176,0.744584,0,0,52.9412,0.416737,331.633,0.209919,0,0.540033,89.7059,0.534524,100,-510.204,0.404503,0,0,48.9077,0,68.5185,44.4444,66.6667,0.6887,0,12.963,68.5185,0.000014,0,45.4545,48.1481,82.6446,0,48.1481,0,25.9259,0.204015,0.467554,24.0741,0.272928,0.567641,14.1414,413.223,12.3457,1.5,0,0,0,85.1852,0.851852,743.802,0,0,0,62.963,0.444444,7.40741,0.074074,0,0,0,0,68.5185,82.6446,96.2963,0,0.481097,40.7407,28.0423,24.0741,0,18.5185,11.1111,0.357576,64.3519,0.602694,20.3704,injury
50.7804,98.7636,43.7602,0.417144,0.482353,0,100,0,0,55.1681,44.8276,33.5423,0,50,26.8493,83.5616,14.2857,42.8571,28.5714,14.2857,0,48.6301,105.981,-53.7,52.0548,0.689399,0.540532,0,70,30,0,17.2414,49.3151,97.7367,11.8906,83.5616,0.384264,0.375407,11.1111,44.4444,33.3333,11.1111,43.1034,49.3151,11.8906,53.4247,0.409437,0.151533,0,33.3333,0,66.6667,0,42.7083,0.694549,0,0,0,18.2292,27.0833,470.914,18.75,0,0,0,65.625,0.484375,0,100,0,470.914,-19.2212,72.5,20.4167,0.336574,0.293567,75,0,0,26.2061,48.9583,-3.95726,0.253411,0,100,4,-92.3361,112.847,29.1667,0.457772,0,75,0,25,19.9561,94.7917,27.7008,0.40483,16.6667,50,16.6667,16.6667,8.44298,20.8333,28.125,17.5,0.71345,100,0,0,0,27.7008,0.140351,0,0,56.9444,44.4444,0.670996,0,0.458333,0.053571,0,30.8642,66.6667,0.359722,66.6667,75,51.0204,0.611111,0,0,0,68.0556,0,0,0,63.8889,0.49093,510.204,0.546739,66.6667,0.308642,96.2963,0.678571,100,51.0204,0.101852,0,0,59.7222,0,65.5172,58.1281,82.7586,0.643678,0,15.5172,56.8965,82.6446,0,37.3041,48.2759,244.731,0,48.2759,6.89655,10.3448,0.126437,0.181818,50,0,0,8.15047,413.223,3.44828,0,0,0,0,87.931,0.896552,-165.289,0,0,0,51.7241,0.405332,8.62069,0.086207,395.514,0.684848,0,0,70.6897,82.6446,75.8621,0,0.465657,58.6207,93.8604,93.1034,0,3.44828,3.44828,0,86.2069,0.70303,31.0345,injury
50.2021,-21.9675,44.2983,0.31542,0.317878,0,85.7143,9.52381,4.7619,56.5828,54.8387,33.2661,0,42.8571,-3.23129,83.3333,44.4444,11.1111,11.1111,33.3333,0,48.2143,109.839,-24.0477,95.2381,0.432862,0.536384,0,40,60,0,43.5484,49.4048,142.56,10.4058,61.9048,0.6589,0.311726,0,65,20,15,43.5484,49.4048,7.73004,96.4286,0.659091,0.373289,0,60,0,40,37.0968,41.9643,0.402606,40,0,20,53.5714,57.1429,300,54.7619,0,0,0,47.3214,0.512596,0,66.6667,0,450,-104.167,287,92.8571,0.464605,0.352381,0,0,0,25.4464,49.1071,374.39,0.74732,0,83.3333,6,-83.2547,58.0899,5.35714,0.475599,0,66.6667,0,33.3333,18.8393,100.446,25,0.452009,0,16.6667,50,33.3333,9.91071,26.7857,46.6837,0.5,0.718182,100,0,0,0,-67.3077,0.359929,0,0,53.5714,16.6667,0.442616,0,0.560847,0.217778,100,187.075,0,0.374658,75,80.9524,588.444,0.371296,0,0,0,72.619,0.754242,0,0,57.1429,0.53061,333.333,0.042659,0,0.255952,54.7619,0.544056,0,400,0.065476,0,0,48.8095,0,56.0606,5,25,0.584446,0,7.57576,65.1515,-4.08497,0,28.5354,48.4848,7.71605,0,48.4848,0,15.1515,0.113636,0.333333,56.0606,0.329405,0.58642,23.9899,173.611,3.0303,111.5,0.176768,0.189815,1,89.3939,0.909091,694.444,0,0,0,54.5455,0.359484,15.1515,0.133333,312.5,0.481481,0,0,71.2121,493.827,90.9091,0,0.516102,13.6364,27.7056,37.3737,0,33.3333,63.6364,0.585376,77.2727,0.6875,21.2121,injury
49.3939,-65.2953,41.6678,0.359937,0.398453,0,75,25,0,47.9857,42.6257,35.2941,0,44.5122,-4.87805,86.5854,14.2857,71.4286,0,14.2857,79.4118,42.0732,106.744,-104.015,80.4878,0.545506,0.491467,0,25,75,0,45.5882,49.3902,82.9268,354.671,78.0488,0.58976,0.226488,0,66.6667,22.2222,11.1111,31.3725,49.3902,25.9516,40.2439,0.740999,0.538397,0,40,0,60,47.0588,40.9091,0.720397,0,0,20,0,0,0,29.0909,0,0,0,41.8182,0.516253,0,66.6667,0,396.975,213.073,250,90.9091,0.301668,0.251567,50,0,0,28.3794,49.0909,489.933,0.553192,0,100,4,227.466,-17.9457,9.09091,0.450613,0,50,0,50,9.48617,33.3333,207.939,0.328788,0,100,0,0,3.79447,28.1818,36.3636,28,0.301449,0,0,0,0,18.9036,0.440407,0,60,54.8781,40.2439,0.761141,0,0.402439,0.161765,100,5.94884,0,0.107843,0,87.8049,34.6021,0.189542,0,0,0,68.2927,0.719975,0,0,34.1463,0.514599,363.322,0.644477,50,0.335366,80.4878,0.555789,100,34.6021,0.495123,0,33.3333,48.7805,0,0,0,69.697,0,0,10.6061,52.1324,38.5902,0,44.9883,48.4848,11.8343,0,48.4848,0,50,0.522681,0.589506,12.1212,0.121212,0.269231,14.4522,355.03,3.0303,6,0.030303,0.365385,0,78.7879,0.382576,59.1716,0,0,0,0,0,0,0,59.1716,0.102564,0,0,66.6667,-532.544,89.3939,621.302,0.480802,51.5152,3.0303,1.51515,0,10.6061,29.0043,0.717949,69.697,0.490196,6.06061,injury
