@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 2 -N 15'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Airs_Triangle_1_X_0_4 numeric
@attribute Harris_Corners_X_0_4 numeric
@attribute Hough_Lines_Vertical_0_4 numeric
@attribute Hough_Lines_Horizontal_0_4 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Hough_Lines_DiagonalNeg_0_4 numeric
@attribute Hough_Circles_Radius_0_4 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_X_1_4 numeric
@attribute Airs_Triangle_1_Y_1_4 numeric
@attribute Harris_Corners_X_1_4 numeric
@attribute Mass_Center_X_1_4 numeric
@attribute Mass_Center_Y_1_4 numeric
@attribute Hough_Lines_Vertical_1_4 numeric
@attribute Hough_Lines_Horizontal_1_4 numeric
@attribute Hough_Lines_DiagonalPos_1_4 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Hough_Circles_Radius_1_4 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Triangle_1_X_2_4 numeric
@attribute Airs_Triangle_1_Y_2_4 numeric
@attribute Harris_Corners_X_2_4 numeric
@attribute Mass_Center_X_2_4 numeric
@attribute Mass_Center_Y_2_4 numeric
@attribute Hough_Lines_Vertical_2_4 numeric
@attribute Hough_Lines_Horizontal_2_4 numeric
@attribute Hough_Lines_DiagonalPos_2_4 numeric
@attribute Hough_Lines_DiagonalNeg_2_4 numeric
@attribute Hough_Circles_Radius_2_4 numeric
@attribute Airs_Center_X_3_4 numeric
@attribute Airs_Triangle_1_Y_3_4 numeric
@attribute Harris_Corners_X_3_4 numeric
@attribute Mass_Center_X_3_4 numeric
@attribute Mass_Center_Y_3_4 numeric
@attribute Hough_Lines_Vertical_3_4 numeric
@attribute Hough_Lines_Horizontal_3_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Hough_Lines_DiagonalNeg_3_4 numeric
@attribute Hough_Circles_Radius_3_4 numeric
@attribute Airs_Center_X_0_9 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Hough_Lines_Vertical_0_9 numeric
@attribute Hough_Lines_DiagonalPos_0_9 numeric
@attribute Hough_Lines_DiagonalNeg_0_9 numeric
@attribute Airs_Center_X_1_9 numeric
@attribute Airs_Triangle_1_X_1_9 numeric
@attribute Airs_Triangle_1_Y_1_9 numeric
@attribute Harris_Corners_X_1_9 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalPos_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_1_9 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Hough_Lines_Vertical_2_9 numeric
@attribute Hough_Lines_DiagonalPos_2_9 numeric
@attribute Hough_Lines_DiagonalNeg_2_9 numeric
@attribute Airs_Triangle_1_Y_3_9 numeric
@attribute Airs_Triangle_2_X_3_9 numeric
@attribute Airs_Length_Contours_3_9 numeric
@attribute Harris_Corners_X_3_9 numeric
@attribute Mass_Center_X_3_9 numeric
@attribute Mass_Center_Y_3_9 numeric
@attribute Hough_Lines_Horizontal_3_9 numeric
@attribute Hough_Lines_DiagonalPos_3_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_9 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Center_X_4_9 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Mass_Center_Y_4_9 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Hough_Lines_Horizontal_4_9 numeric
@attribute Hough_Lines_Nb_4_9 numeric
@attribute Airs_Triangle_1_Y_5_9 numeric
@attribute Airs_Triangle_2_X_5_9 numeric
@attribute Harris_Corners_X_5_9 numeric
@attribute Mass_Center_Y_5_9 numeric
@attribute Hough_Lines_Vertical_5_9 numeric
@attribute Hough_Lines_Horizontal_5_9 numeric
@attribute Hough_Lines_DiagonalPos_5_9 numeric
@attribute Hough_Lines_DiagonalNeg_5_9 numeric
@attribute Black_Pixel_6_9 numeric
@attribute Airs_Triangle_1_X_6_9 numeric
@attribute Airs_Triangle_1_Y_6_9 numeric
@attribute Mass_Center_X_6_9 numeric
@attribute Hough_Lines_Vertical_6_9 numeric
@attribute Hough_Lines_Horizontal_6_9 numeric
@attribute Hough_Lines_DiagonalPos_6_9 numeric
@attribute Hough_Lines_DiagonalNeg_6_9 numeric
@attribute Black_Pixel_7_9 numeric
@attribute Airs_Center_X_7_9 numeric
@attribute Airs_Triangle_1_X_7_9 numeric
@attribute Airs_Length_Contours_7_9 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Hough_Lines_Vertical_7_9 numeric
@attribute Hough_Lines_Horizontal_7_9 numeric
@attribute Hough_Lines_DiagonalNeg_7_9 numeric
@attribute Hough_Circles_Radius_7_9 numeric
@attribute Airs_Triangle_1_Y_8_9 numeric
@attribute Mass_Center_Y_8_9 numeric
@attribute Hough_Lines_DiagonalPos_8_9 numeric
@attribute Hough_Lines_DiagonalNeg_8_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Hough_Lines_DiagonalPos_1_16 numeric
@attribute Mass_Center_X_2_16 numeric
@attribute Mass_Center_Y_2_16 numeric
@attribute Hough_Lines_Horizontal_2_16 numeric
@attribute Airs_Triangle_2_X_3_16 numeric
@attribute Hough_Lines_DiagonalNeg_3_16 numeric
@attribute Mass_Center_Y_4_16 numeric
@attribute Hough_Lines_Horizontal_4_16 numeric
@attribute Airs_Triangle_1_X_5_16 numeric
@attribute Airs_Triangle_1_Y_5_16 numeric
@attribute Mass_Center_Y_5_16 numeric
@attribute Hough_Lines_Vertical_5_16 numeric
@attribute Mass_Center_X_6_16 numeric
@attribute Hough_Lines_Nb_6_16 numeric
@attribute Airs_Center_X_7_16 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_8_16 numeric
@attribute Hough_Lines_Horizontal_8_16 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Mass_Center_Y_9_16 numeric
@attribute Airs_Center_Y_10_16 numeric
@attribute Mass_Center_X_10_16 numeric
@attribute Hough_Lines_DiagonalPos_10_16 numeric
@attribute Mass_Center_X_11_16 numeric
@attribute Harris_Corners_X_12_16 numeric
@attribute Mass_Center_Y_12_16 numeric
@attribute Hough_Lines_Horizontal_12_16 numeric
@attribute Airs_Triangle_1_Y_14_16 numeric
@attribute Mass_Center_X_14_16 numeric
@attribute Hough_Lines_Vertical_14_16 numeric
@attribute Hough_Lines_DiagonalPos_14_16 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Hough_Lines_Vertical_15_16 numeric
@attribute Airs_Center_X_0_25 numeric
@attribute Airs_Triangle_1_X_0_25 numeric
@attribute Harris_Corners_X_0_25 numeric
@attribute Mass_Center_X_0_25 numeric
@attribute Mass_Center_Y_1_25 numeric
@attribute Airs_Center_X_2_25 numeric
@attribute Airs_Center_X_3_25 numeric
@attribute Airs_Triangle_1_Y_3_25 numeric
@attribute Hough_Lines_Vertical_3_25 numeric
@attribute Black_Pixel_4_25 numeric
@attribute Airs_Center_X_4_25 numeric
@attribute Airs_Triangle_1_Y_4_25 numeric
@attribute Hough_Lines_Vertical_4_25 numeric
@attribute Airs_Center_X_5_25 numeric
@attribute Airs_Center_X_6_25 numeric
@attribute Airs_Center_X_7_25 numeric
@attribute Mass_Center_X_7_25 numeric
@attribute Mass_Center_Y_7_25 numeric
@attribute Airs_Center_X_8_25 numeric
@attribute Mass_Center_X_8_25 numeric
@attribute Mass_Center_Y_8_25 numeric
@attribute Black_Pixel_9_25 numeric
@attribute Airs_Center_Y_9_25 numeric
@attribute Airs_Triangle_1_X_9_25 numeric
@attribute Airs_Length_Contours_9_25 numeric
@attribute Mass_Center_X_9_25 numeric
@attribute Mass_Center_Y_9_25 numeric
@attribute Hough_Lines_Nb_9_25 numeric
@attribute Airs_Center_X_10_25 numeric
@attribute Mass_Center_X_10_25 numeric
@attribute Airs_Triangle_1_Y_11_25 numeric
@attribute Hough_Lines_Vertical_11_25 numeric
@attribute Airs_Center_X_12_25 numeric
@attribute Mass_Center_Y_12_25 numeric
@attribute Airs_Center_X_13_25 numeric
@attribute Mass_Center_X_13_25 numeric
@attribute Airs_Center_X_14_25 numeric
@attribute Mass_Center_X_14_25 numeric
@attribute Airs_Center_Y_15_25 numeric
@attribute Mass_Center_Y_15_25 numeric
@attribute Mass_Center_X_16_25 numeric
@attribute Mass_Center_Y_16_25 numeric
@attribute Airs_Center_X_17_25 numeric
@attribute Airs_Triangle_1_Y_17_25 numeric
@attribute Harris_Corners_X_17_25 numeric
@attribute Airs_Center_Y_18_25 numeric
@attribute Mass_Center_Y_19_25 numeric
@attribute Airs_Center_X_20_25 numeric
@attribute Airs_Triangle_1_X_21_25 numeric
@attribute Harris_Corners_X_21_25 numeric
@attribute Hough_Lines_Horizontal_21_25 numeric
@attribute Airs_Center_X_22_25 numeric
@attribute Airs_Triangle_1_X_22_25 numeric
@attribute Mass_Center_Y_22_25 numeric
@attribute Airs_Center_X_23_25 numeric
@attribute Mass_Center_Y_23_25 numeric
@attribute Airs_Center_X_24_25 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.6795,4.44114,46.7867,0.424061,0.525131,7.69231,76.9231,15.3846,0,53.9744,56.3768,31.0145,0,58.9744,10.4909,50,16.6667,50,33.3333,0,44.1176,49.359,65.541,285.995,97.4359,0.646902,0.267157,20,80,0,0,35.2941,49.359,5.17112,423.079,57.6923,0.497052,0.492417,4.34783,86.9565,8.69565,0,27.451,36.5385,298.388,7.69231,0.276566,0.37457,0,60,26.6667,13.3333,17.6471,73.0769,0.202899,20,60,0,49.0385,190.385,75.6144,52.8846,100,0,0,49.0385,0.297101,16.6667,16.6667,0,18.9036,82.2855,26,40.3846,0.329712,0.461163,0,100,0,7.19064,25.9615,283.554,0.823672,0,100,2,-20.794,99.8521,42.3077,0.208937,33.3333,33.3333,0,33.3333,23.7458,96.1538,623.818,0.454658,11.1111,66.6667,22.2222,0,30.1839,49.0385,-19.2308,110,0.273244,0,77.7778,11.1111,30.4348,18.9036,0.24979,0,0,80.7692,89.7436,0.468806,0,0.368057,0.369776,50,83.8264,0,0.405169,100,2.5641,34.6021,0.409071,0,0.26589,5,23.0769,0,0,100,48.7179,0.424837,276.817,0.63411,50,0,65.3846,0,0,34.6021,0.266077,100,0,57.6923,0,0,0,88.7097,0,0.592075,54.8387,0,0,0,20.0993,0,0,0,48.3871,14.5161,20.9677,0.20182,0.445759,67.7419,0.649104,0.486325,35.2357,325.444,-5.1374,64,0.556403,0.56181,6,48.3871,0.646356,59.1716,0,48.3871,0,48.3871,0.1406,48.3871,0.516129,325.444,0.435897,0.403104,0.316142,0,0,1.6129,414.201,0.317949,85.4839,0,9.67742,0,0,0,0,0,0,9.67742,car
49.3333,-13.6244,43.1857,0.549001,0.55661,5.88235,76.4706,14.7059,2.94118,41.7576,47.6978,29.5159,0,59.3333,50.5,71.6667,0,42.8571,57.1429,0,57.8947,48.6667,-13.7846,-29.4055,96,0.50324,0.322583,14.2857,85.7143,0,0,40.7895,49.3333,138.413,126.566,62,0.56642,0.460579,14.2857,71.4286,14.2857,0,21.0526,40,149.503,17.3333,0.353816,0.504879,6.66667,80,13.3333,0,17.5439,79,0.404907,0,66.6667,0,49,22,-48,8.66667,100,0,0,48,0.483636,0,0,50,368,-8,46,19,0.367052,0.473854,0,100,0,5.92,0,0,0,0,0,0,696.64,75.36,46,0,100,0,0,0,20,-72,0,0.768152,0,100,0,0,35.2,49,2,228,0.358036,0,76.4706,11.7647,0,320,0.438069,12.5,12.5,0,97.2973,0,16.6667,0.1638,0.752791,100,80.3506,0,0.07193,100,-16.2162,27.7008,0.301414,0,0.437741,6,28.5071,0.19541,0,100,48.6487,0.388889,249.307,0.723204,100,0.054054,0,0,0,57.7101,0.251861,66.6667,33.3333,55.4054,0,0,0,76.6667,0,0.32,61.6667,0,0,0,0,0,0,0,0,8.33333,25,0.114286,0.514286,68.3333,0.600794,0.75873,23.1111,377.778,-53.3333,8,0.393292,0.533169,3,48.3333,0.516173,488.889,0,48.3333,0,56.6667,0,48.3333,0.484656,288.889,0.241121,0.333333,0.112346,26.6667,44.4444,4.44444,288.889,0.416667,90,-13.3333,1.66667,0,0,0,0,0,0,46.6667,car
49.6835,-15.2919,52.4324,0.488789,0.62718,6.89655,72.4138,20.6897,0,47.1333,48.7639,34.8679,0,60.7595,62.952,70.8861,0,20,80,0,47.0588,49.3671,74.4836,289.78,96.2025,0.819972,0.301879,12.5,87.5,0,0,53.6765,49.3671,-12.7286,216.744,72.1519,0.554773,0.548601,5.88235,76.4706,17.6471,0,20.5882,40.9317,3.3298,22.3629,0.350429,0.566378,0,84.6154,15.3846,0,30.8824,78.8462,0.633333,0,100,0,49.0385,1.92308,-19.6752,7.69231,100,0,0,49.0385,0.322866,0,0,0,-359.168,192.308,42,43.1319,0.375,0.478261,0,100,0,1.50502,0,0,0,0,0,0,-66.1626,131.287,34.6154,0.275362,100,0,0,0,19.4816,1.92308,-7.47351,0.111785,0,100,0,0,30.8528,49.0385,182.692,424,0.429694,0,100,0,28.2609,18.9036,0.265701,10,0,0,76.9231,0,20,0.399573,0.813725,100,115.145,0,0.322222,100,-17.9487,266.93,0.365729,0,0.334399,6,33.3333,0.308506,0,100,48.7179,0.451852,276.817,0.754327,100,0.045584,97.4359,0,0,34.6021,0.272873,0,100,70.5128,0,0,0,0,0,0.608405,64.5161,0,0,0,31.2655,0,0,0,0,35.4839,22.5806,0.202313,0.351671,83.871,0.782796,0.71282,17.866,384.615,36.7742,21,0.436679,0.445869,2,48.3871,0.752808,650.888,0,48.3871,0,48.3871,0.165591,48.3871,0.720494,355.03,0.280594,0.330944,0.126781,27.4194,59.1716,16.129,325.444,0.269231,90.3226,-10.3226,12.9032,0,0,0,0,0,0,40.3226,car
48.7654,-50.5773,57.358,0.567172,0.556537,17.5,70,12.5,0,58.299,52.8686,27.1242,0,53.7037,6.69782,32.0988,11.1111,55.5556,33.3333,0,64.7059,49.893,93.8272,339.485,79.6296,0.397158,0.330757,52.6316,26.3158,15.7895,5.26316,41.1765,49.3827,63.4101,202.648,18.5185,0.370488,0.369124,11.1111,48.1481,11.1111,29.6296,35.2941,48.1481,65.3595,70.8642,0.578663,0.332619,14.2857,64.2857,14.2857,7.14286,44.4444,61.1111,0.688726,0,66.6667,0,49.0741,97.5832,32.8426,87.4074,100,0,0,47.9167,0.043277,28.5714,14.2857,0,-13.9535,44.0429,186.5,90.7407,0.462026,0.692234,0,25,0,10.8932,49.0741,202.549,0.871843,0,100,6,276.817,-120.713,57.4074,0.518165,29.4118,58.8235,0,11.7647,18.6275,96.2963,8.65052,0.540453,7.14286,71.4286,0,21.4286,13.1808,36.1111,1.85185,14.5,0.185877,12.5,50,0,69.1176,8.65052,0.257947,0,50,70,65,0.726032,0,0.757901,0.653877,60,224.342,0,0.256239,50,2.5,16,0.378004,0,0.930556,0,23.75,0,0,100,46.25,0.062889,192,0.365833,100,0,86.6667,0.724444,0,368,0.504214,33.3333,0,48.75,0,78.125,46.875,65.625,0.777778,0,31.25,59.375,393.75,0,10.1562,0,0,0,68.75,48.4375,51.5625,0.228114,0.355219,48.4375,0.52264,0.409596,38.125,239.167,3.125,69.5,0.233507,0.527083,3,49.2996,0.25938,25,0,48.4375,0,0,0,48.4375,0.537959,87.5,0.2,0,0,0,0,18.75,137.5,0.073889,54.6875,0,1.5625,0,0,0,0,75,0.425,46.8784,car
48.5816,-51.1075,12.5725,0.465568,0.695808,27.5862,58.6207,13.7931,0,50.4965,56.7021,31.9149,0,60,46.1084,32.8571,28.5714,42.8571,28.5714,0,30.8511,48.2911,-15.0579,4.52694,83.5714,0.533333,0.137264,42.8571,57.1429,0,0,72.3404,48.4825,23.3498,-21.8542,18.5714,0.41693,0.639097,16.6667,72.2222,11.1111,0,32.9787,47.8571,-71.3565,94.2857,0.421985,0.498127,13.6364,31.8182,54.5455,0,21.2766,73.4043,0.682916,0,100,0,48.9362,-10.6612,169.179,45.7447,100,0,0,45.276,0.095878,40,0,0,10.4058,97.0776,26,44.9848,0.391468,0.459759,0,0,0,0,0,0,0,0,0,0,301.769,10.5628,49.4681,0.256153,40,60,0,0,24.4338,2.12766,-16.9095,0.463699,16.6667,50,16.6667,16.6667,21.0707,47.4855,2.12766,43,0.557552,25,62.5,0,0,10.4058,0.566651,42.8571,0,90,95.7143,0.859903,25,0.871599,0.630694,0,248.441,0,0.490089,80,-54.2857,207.939,0.484759,16.6667,0.807993,4,47.1429,0.416872,0.032609,100,45.4955,0.108696,207.939,0.705955,50,0,0,0,0,127.599,0.394048,100,0,65.7143,0,0,0,0,0,0.755556,66.0714,0,0,0,0,0,0,0,83.9286,45.5175,35.7143,0.397024,0.298148,69.6429,0.660714,0.833333,6.74603,432.099,-30.8139,7,0.183929,0.707407,0,62.5,0.581019,493.827,0,48.2143,0,47.6429,0.414198,50,0.245103,262.346,0.41324,0.58665,0.569974,25,30.8642,28.5714,92.5926,0.165123,83.9286,3.57143,21.4286,0,0,0,0,0,0,73.2143,car
49.3243,-64.7928,51.4405,0.566684,0.660035,24.3243,70.2703,5.40541,0,50.9384,51.3333,37.8056,0,57.4324,15.7442,30.9459,14.2857,28.5714,57.1429,0,41,49.4108,-10.9097,4,90.5405,0.358927,0.096242,40,60,0,0,61,49.0192,0.337838,192,64.4144,0.419257,0.635775,33.3333,52.381,0,14.2857,34,45.9459,192,77.4775,0.576116,0.692914,11.7647,41.1765,47.0588,0,22.6667,66.3265,0.539468,0,50,0,48.9796,17.503,14.0442,48.105,100,0,0,48.9796,0.179876,33.3333,0,0,-193.43,96.4652,7,33.8192,0.19898,0.121212,0,0,0,9.77118,0,0,0,0,0,0,284.665,183.257,84.6939,0,100,0,0,0,26.7161,29.3969,-242.863,0.302959,33.3333,44.4444,22.2222,0,21.5213,48.3925,2.04082,86,0.699074,66.6667,33.3333,0,39.3939,9.18274,0.397539,44.4444,0,75.6757,69.5946,0.726191,0,0.762291,0.815333,0,-101.221,0,0.415886,50,31.941,-132.364,0.605714,25,0.412741,4,45.9459,0.298838,0,100,48.6111,0.248519,192,0.263514,0,0,0,0,0,368,0.355856,100,0,27.027,0,86.2069,79.3103,86.2069,0.844828,0.683333,51.7241,0,0,0,3.7931,0,0,0,0,74.1379,55.1724,0.402299,0.4,48.2759,0.558815,0.576461,24.6552,0,0,0,0,0,0,56.8965,0.433035,450,100,48.2759,0,48.2759,0.564039,49.1536,0.402778,337.5,0,0.139208,0.669444,25.8621,25,24.1379,100,0.119643,74.1379,0,6.89655,0,0,0,0,0,0,74.1379,car
48.9655,99.7828,1.96679,0.455914,0.696035,21.4286,67.8571,7.14286,3.57143,56.6048,55.6385,30.6199,0,61.1111,21.3327,44.4444,25,25,50,0,40.6863,48.6111,-7.0669,11.5519,86.1111,0.703483,0.120409,25,50,0,25,58.1699,49.3056,-16.0059,205,21.7593,0.48485,0.524704,8.33333,54.1667,33.3333,4.16667,31.3725,49.3056,116.933,54.8611,0.430915,0.435017,5,70,20,5,34.902,77.0833,0.603758,100,0,0,48.9583,6.25,17.301,30.2083,100,0,0,45.1944,0.221678,50,0,0,-21.5654,126.968,573,77.0833,0.542419,0.647863,25,75,0,0.183824,2.08333,276.817,0,0,0,0,-34.6021,187.5,12.5,0,100,0,0,0,23.5907,-56.25,8.65052,0.426591,27.2727,36.3636,0,36.3636,19.0564,48.9583,2.08333,159.5,0.359409,25,58.3333,8.33333,38.2353,8.65052,0.321413,28.5714,7.14286,91.6667,88.8889,0.25,0,0.767526,0.781905,0,262.346,0,0.404693,40,2.77778,16,0.408971,0,0.696106,6,45.8333,0.487088,0.033333,100,45.7305,0.271259,200,0.748317,100,0,0,0,0,-50.8354,0.593793,100,0,40.2778,0,0,0,89.6552,0,0.629167,67.2414,0,0,0,0,0,0,0,0,79.3103,29.3103,0.27162,0.378571,48.2759,0.325671,0.369192,6.89655,337.5,3.44828,4,0.098933,0.644048,0,58.6207,0.595166,-29.5455,50,48.2759,0,48.2759,0.732485,48.2759,0.310345,100,0.104167,0.606148,0.659343,48.2759,25,20.6897,112.5,0.362963,89.6552,3.44828,1.72414,0,0,0,0,0,0,62.069,car
49.6552,92.3336,96.1529,0.357105,0.599847,7.14286,85.7143,7.14286,0,52.5517,51.0897,35.3846,0,59.0278,45.6437,47.9167,0,25,75,0,51.2821,48.8674,-6.26543,3.69823,80.5556,0.64516,0.104138,42.8571,57.1429,0,0,53.2051,50.0228,24.6056,-25.9014,18.75,0.321206,0.565528,20,50,5,25,30.7692,46.5278,89.3674,24.7222,0.441085,0.496862,23.8095,23.8095,47.619,4.7619,21.1538,71.875,0.510389,50,50,0,48.9583,2.08333,6.48789,9.375,100,0,0,48.3393,0.158551,28.5714,0,0,276.817,35.3423,112,84.7222,0.511574,0.643791,0,0,0,6.25,0,0,0,0,0,0,276.817,30.3819,25,0,100,0,0,0,31.3113,123.38,8.65052,0.409741,10,75,5,10,15.5637,52.2917,95.8333,97.5,0.589461,25,75,0,30.8824,8.65052,0.267157,45.4545,0,83.3333,96.2963,0.647436,0,0.72134,0.759951,100,216.614,0,0.218121,55.5556,-2.69486,285.481,0.423564,33.3333,0.567708,5,36.1111,0.314184,0,100,47.8691,0.16662,184.911,0.612269,50,0,0,0,0,-57.5169,0.511285,25,0,18.0556,50,0,0,96.5517,0,0.531818,60.3448,0,0,0,0,0,0,0,0,70.6897,50,0.430378,0.640298,38.2184,0.271043,0.484423,7.75862,0,0,0,0,0,0,48.2759,0.45817,450,100,48.2759,0,49.7867,0.510058,46.4191,0.429923,212.5,0,0.281199,0.397024,27.5862,25,44.8276,62.5,0.201667,82.7586,3.44828,2.75862,0,0,0,0,0,0,70.6897,car
49.2611,129.85,41.8547,0.509932,0.713169,3.22581,54.8387,22.5806,19.3548,48.847,47.8045,26.0653,0,49.505,70.5243,84.1584,11.1111,33.3333,55.5556,0,30.3483,43.5644,26.5242,-1.52419,82.8383,0.538556,0.529636,0,0,0,100,32.8358,49.505,53.4915,147.326,94.0594,0.498819,0.501784,4,48,24,24,26.0128,49.0099,-24.7879,41.9142,0.485434,0.524298,14.2857,64.2857,17.8571,3.57143,56.7164,79.1045,0.825169,0,100,0,47.8545,1.49254,-53.9127,26.8657,62.5,25,12.5,25.3731,0.715218,0,0,66.6667,100.958,2.22767,39.5,18.6567,0.204974,0.596768,25,75,0,2.95115,0,0,0,0,0,0,-132.95,17.3371,94.0299,0.442629,0,0,0,100,15.8752,-7.96197,-15.1907,0.730517,27.7778,27.7778,5.55556,38.8889,22.0828,49.2537,1.49254,157.5,0.499222,5.88235,76.4706,17.6471,28.0303,-47.7344,0.577048,16.6667,16.6667,0,98,0,66.6667,0,0,0,121.176,40,0.254149,0,2,-3.78113,0.348611,0,0.596299,11,45,0.66563,0.512907,16.6667,6,0.893939,165.289,0.555536,50,0.1,90,0,0,216.45,0.25,0,0,53,0,0,0,97.5,0,0,38.75,0,0,0,0,0,0,0,0,58.75,48.75,0.531731,0.5,48.75,0.534375,0.791667,7.5,281.065,45,62,0.295614,0.753036,2,0,0,14.7929,100,48.75,0.569597,0,0,52.5,0.463889,170.118,0.264219,0.358651,0.491363,40,-32.9995,68.3333,184.911,0,80,-9.7093,63.5,25,0,0,0,71.25,0.230952,25,car
49.7487,-38.2028,79.7366,0.451401,0.621454,0,71.4286,11.4286,17.1429,59.3204,40.885,31.7701,0,52.0202,39.4423,72.7273,0,33.3333,66.6667,0,47.7891,45.4545,-9.09091,4.16493,56.1616,0.702848,0.534172,0,36.3636,0,63.6364,55.3936,49.4949,60.2624,258.878,69.697,0.561813,0.479342,0,100,0,0,30.6122,49.4949,-13.9844,35.3535,0.472684,0.539409,14.2857,85.7143,0,0,41.3265,65.1515,0.505879,0,100,0,52.2727,7.57576,9.18274,9.09091,100,0,0,33.3333,0.531081,37.5,0,37.5,348.341,12.6682,50,42.4242,0.198008,0.344669,0,66.6667,0,0.321396,0,0,0,0,0,0,-161.354,59.6878,98.4848,0.406543,0,0,0,100,16.6667,96.9697,220.182,0.778409,0,100,0,0,31.1295,49.2424,-93.9394,366.5,0.334358,0,62.5,29.1667,27.2727,345.239,0.454943,0,0,82.6531,95.9184,0.760141,0,0,0,0,195.752,100,0.03125,100,-12.828,17.3611,0.412153,11.1111,0.445342,8,47.9592,0.856009,0,100,20.4082,0.519314,199.653,0.47034,50,0,0,0,0,642.361,0.117158,0,0,61.2245,0,0,0,97.4359,0,0.465345,29.4872,0,0,0,0,0,0,0,0,66.6667,48.7179,0.205128,0.723684,48.7179,0.758974,0.631579,19.2982,304.709,2.5641,57,0.282051,0.689803,5,28.2051,0.42735,27.7008,0,48.7179,0,73.0769,0,48.7179,0.496947,249.307,0.328616,0.361966,0.449123,47.4359,27.7008,79.4872,221.607,0.697368,71.7949,2.5641,2.5641,0,0,0,0,0,0,28.2051,car
49.2683,58.911,56.9888,0.474485,0.489444,12.8205,66.6667,15.3846,5.12821,39.4146,45.0373,28.0626,0,57.3529,118.093,81.3726,0,14.2857,85.7143,0,39.0921,44.1176,72.3508,45.0729,50,0.678646,0.486186,10,50,0,40,42.623,49.5098,-45.0465,-33.2349,89.2157,0.472302,0.285265,4.16667,58.3333,8.33333,29.1667,31.5574,49.0196,161.04,32.3529,0.496311,0.42964,0,71.4286,14.2857,14.2857,28.2787,80.8824,0.805357,0,33.3333,0,49.2647,10.5204,-25.4808,22.0588,80,10,0,35.2941,0.607761,0,0,100,-24.9257,101.012,146,13.2353,0.347853,0.423612,42.8571,57.1429,0,1.50735,78.6765,231.25,0,0,100,1,-145.37,82.5003,87.7451,0.559375,20,0,0,80,16.3971,97.0588,6.25,0.443474,12.5,87.5,0,0,24.8162,49.2647,1.47059,9,0.394683,5.55556,66.6667,0,35,59.2803,0.090476,0,0,0,98.0392,0,66.6667,0.436945,0.719766,100,152.409,33.3333,0,0,108.664,6.45995,0.391354,0,0.352037,6,39.2157,0,0.45,100,24.5098,0.749064,177.778,0.702179,50,0.082633,0,0,0,-34.927,0.219045,0,14.2857,49.0196,0,0,0,0,0,0.6875,50,0,0,0,1.82927,0,0,0,0,62.1951,48.7805,0.331707,0.352083,48.7805,0.228997,0.410384,28.4553,173.611,2.43902,240.5,0.417435,0.579846,5,48.0103,0.101897,-53.593,0,47.4968,0.5,0,0,60.9756,0.471085,225.694,0.373863,0.227642,0.241667,0,0,1.21951,251.736,0.854167,89.0244,2.43902,1.21951,0,0,0,0,0,0,29.2683,car
