@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GeneticSearch -Z 20 -G 20 -C 0.6 -M 0.033 -R 20 -S 1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_Y_GLOBAL numeric
@attribute Airs_Triangle_3_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Airs_Triangle_1_X_0_4 numeric
@attribute Airs_Triangle_2_Y_0_4 numeric
@attribute Harris_Corners_X_0_4 numeric
@attribute Hough_Lines_Vertical_0_4 numeric
@attribute Hough_Lines_Horizontal_0_4 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Hough_Lines_DiagonalNeg_0_4 numeric
@attribute Hough_Circles_Radius_0_4 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_Y_1_4 numeric
@attribute Airs_Triangle_2_X_1_4 numeric
@attribute Harris_Corners_X_1_4 numeric
@attribute Hough_Lines_Vertical_1_4 numeric
@attribute Hough_Lines_Horizontal_1_4 numeric
@attribute Hough_Lines_DiagonalPos_1_4 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Hough_Lines_Nb_1_4 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Triangle_1_X_2_4 numeric
@attribute Airs_Triangle_3_Y_2_4 numeric
@attribute Mass_Center_X_2_4 numeric
@attribute Mass_Center_Y_2_4 numeric
@attribute Hough_Lines_Vertical_2_4 numeric
@attribute Hough_Lines_Horizontal_2_4 numeric
@attribute Hough_Lines_DiagonalPos_2_4 numeric
@attribute Hough_Lines_DiagonalNeg_2_4 numeric
@attribute Hough_Circles_Radius_2_4 numeric
@attribute Airs_Center_X_3_4 numeric
@attribute Airs_Triangle_1_Y_3_4 numeric
@attribute Airs_Length_Contours_3_4 numeric
@attribute Harris_Corners_X_3_4 numeric
@attribute Mass_Center_X_3_4 numeric
@attribute Mass_Center_Y_3_4 numeric
@attribute Hough_Lines_Vertical_3_4 numeric
@attribute Hough_Lines_Horizontal_3_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Airs_Center_X_0_9 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Hough_Lines_Vertical_0_9 numeric
@attribute Hough_Lines_DiagonalPos_0_9 numeric
@attribute Hough_Lines_DiagonalNeg_0_9 numeric
@attribute Airs_Center_X_1_9 numeric
@attribute Airs_Triangle_1_X_1_9 numeric
@attribute Airs_Triangle_1_Y_1_9 numeric
@attribute Mass_Center_Y_1_9 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_1_9 numeric
@attribute Black_Pixel_2_9 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Mass_Center_X_2_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Hough_Lines_DiagonalPos_2_9 numeric
@attribute Hough_Lines_DiagonalNeg_2_9 numeric
@attribute Airs_Center_X_3_9 numeric
@attribute Airs_Triangle_1_Y_3_9 numeric
@attribute Airs_Length_Contours_3_9 numeric
@attribute Harris_Corners_X_3_9 numeric
@attribute Mass_Center_X_3_9 numeric
@attribute Mass_Center_Y_3_9 numeric
@attribute Hough_Lines_Vertical_3_9 numeric
@attribute Hough_Lines_DiagonalPos_3_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_9 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Airs_Triangle_2_X_4_9 numeric
@attribute Airs_Length_Contours_4_9 numeric
@attribute Mass_Center_Y_4_9 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Hough_Lines_Nb_4_9 numeric
@attribute Airs_Center_X_5_9 numeric
@attribute Airs_Triangle_1_Y_5_9 numeric
@attribute Airs_Triangle_3_X_5_9 numeric
@attribute Mass_Center_Y_5_9 numeric
@attribute Hough_Lines_Horizontal_5_9 numeric
@attribute Hough_Lines_DiagonalPos_5_9 numeric
@attribute Hough_Lines_DiagonalNeg_5_9 numeric
@attribute Airs_Triangle_1_X_6_9 numeric
@attribute Airs_Triangle_3_Y_6_9 numeric
@attribute Hough_Lines_Horizontal_6_9 numeric
@attribute Black_Pixel_7_9 numeric
@attribute Airs_Triangle_1_Y_7_9 numeric
@attribute Airs_Triangle_2_X_7_9 numeric
@attribute Airs_Length_Contours_7_9 numeric
@attribute Harris_Corners_Y_7_9 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Hough_Lines_Vertical_7_9 numeric
@attribute Hough_Lines_DiagonalPos_7_9 numeric
@attribute Hough_Lines_DiagonalNeg_7_9 numeric
@attribute Hough_Circles_Radius_7_9 numeric
@attribute Airs_Center_X_8_9 numeric
@attribute Airs_Triangle_2_Y_8_9 numeric
@attribute Hough_Lines_DiagonalPos_8_9 numeric
@attribute Hough_Lines_DiagonalNeg_8_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Airs_Triangle_1_X_0_16 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Mass_Center_X_0_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Mass_Center_X_1_16 numeric
@attribute Hough_Lines_DiagonalPos_1_16 numeric
@attribute Black_Pixel_2_16 numeric
@attribute Airs_Triangle_1_Y_2_16 numeric
@attribute Harris_Corners_X_2_16 numeric
@attribute Hough_Lines_Horizontal_2_16 numeric
@attribute Airs_Triangle_1_Y_3_16 numeric
@attribute Harris_Corners_X_3_16 numeric
@attribute Hough_Lines_DiagonalNeg_3_16 numeric
@attribute Airs_Center_X_4_16 numeric
@attribute Airs_Triangle_1_X_4_16 numeric
@attribute Mass_Center_X_4_16 numeric
@attribute Hough_Lines_Vertical_4_16 numeric
@attribute Hough_Lines_DiagonalPos_4_16 numeric
@attribute Airs_Center_Y_5_16 numeric
@attribute Airs_Triangle_1_Y_5_16 numeric
@attribute Mass_Center_X_5_16 numeric
@attribute Mass_Center_Y_5_16 numeric
@attribute Mass_Center_X_6_16 numeric
@attribute Mass_Center_Y_6_16 numeric
@attribute Hough_Lines_DiagonalNeg_6_16 numeric
@attribute Airs_Center_Y_7_16 numeric
@attribute Harris_Corners_X_7_16 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_7_16 numeric
@attribute Black_Pixel_8_16 numeric
@attribute Airs_Triangle_1_Y_8_16 numeric
@attribute Mass_Center_Y_8_16 numeric
@attribute Hough_Lines_Horizontal_8_16 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Airs_Center_X_10_16 numeric
@attribute Mass_Center_Y_10_16 numeric
@attribute Hough_Lines_DiagonalPos_10_16 numeric
@attribute Mass_Center_X_11_16 numeric
@attribute Mass_Center_X_12_16 numeric
@attribute Mass_Center_Y_12_16 numeric
@attribute Hough_Lines_Horizontal_12_16 numeric
@attribute Airs_Center_X_13_16 numeric
@attribute Airs_Center_X_14_16 numeric
@attribute Airs_Center_Y_14_16 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Mass_Center_Y_15_16 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
46.9194,2.41418,0.224613,55.0865,0.323415,0.500203,10.8696,76.087,8.69565,4.34783,52.2755,54.3609,26.057,53.8095,31.1761,7.70196,32.0635,11.1111,55.5556,33.3333,0,44.0994,49.5238,-2.92535,83.6032,83.3333,36.3636,63.6364,0,0,11,48.3067,0.952381,-5.2628,0.371352,0.523291,12.9032,64.5161,12.9032,9.67742,27.5362,47.1429,149.473,691.5,42.381,0.31856,0.493715,12.5,71.875,9.375,62.1429,0.448861,20,40,0,49.2857,81.7143,98.2987,0,100,0,14.0683,49.2857,0.733829,0.137379,0,12.5,46.7032,-15.4925,46.5,92.1429,0.346361,0.692236,20,40,0,5.18634,207.939,79.5918,36.5,0.639384,0,3,50,-1.87536,138.776,0.389402,33.3333,0,50,97.1429,0.894089,30.7692,20.9938,-89.7921,2.04082,412.5,11.4286,0.344798,18.75,0,25,38.4058,44.2857,-2.75179,14.2857,0,65.5849,40.7595,64.7436,0.628797,0.500754,0,0,28.1674,343.124,41.3462,62.5,184.961,15.3846,20,52.5706,-11.7563,0.672533,50,20,129.758,342.561,0.34156,0.277778,0.562046,0.317034,42.8571,51.9031,7.69231,0.204891,0.142338,13.8575,63.3061,0,100,46.1538,35.5769,0.566176,0,0,0,0,0,89.4231,48.4349,172.338,48.0769,0.495767,car
51.9048,0.556917,-4.95627,19.6024,0.396298,0.555006,27.907,62.7907,9.30233,0,51.8883,46.5003,28.7828,49.5238,26.1905,2.22767,35.2381,7.14286,50,42.8571,0,61.4428,50,116.693,100.877,80.9524,0,71.4286,0,28.5714,7,49.3842,-4.44879,-12.3285,0.381627,0.401041,24,48,12,16,31.3433,49.5238,-20.1114,2077,21.9048,0.374802,0.535042,10.7143,46.4286,21.4286,55,0.531657,25,37.5,0,49.2857,1.42857,5.16529,0,100,0,11.7532,49.2857,0.824296,0.589469,0,40,50.6132,-32.3753,108,42.5714,0.395945,0.639743,8.33333,16.6667,25,10.3247,197.834,-21.0987,106.5,0.779891,0,6,49.6556,0.874126,138.776,0.418905,87.5,0,12.5,135.92,1.49101,18.1818,4.48052,-17.5786,105.365,33.5,87.8571,0.494759,0,0,100,113.636,45,5.16529,40,0,63.4615,23.2249,71.1538,0.526146,0.559329,0.264423,0,19.3473,-51.5646,44.2308,75,167.585,30.7692,50,57.6923,33.6923,0.588942,14.2857,0,133.15,-45.9137,0.129926,0.588111,0.520446,0.390979,100,105.601,0.961538,0.122815,0.428834,11.8881,8.61473,0,100,45.1923,19.2308,0.378908,100,0,0,0,0,89.4231,49.5879,114.784,49.0385,0.510269,car
49.7043,10.771,65.4622,29.878,0.467811,0.571427,6.66667,66.6667,17.7778,8.88889,46.8816,50.0746,23.6018,49.5283,-19.2529,144.746,66.0377,0,33.3333,66.6667,0,30.4805,49.5283,20.1593,71.8921,76.4151,0,61.5385,0,38.4615,13,49.5283,-14.335,-8.61744,0.410881,0.390377,24.2424,39.3939,12.1212,24.2424,26.834,49.5283,0.699232,1019.5,99.0566,0.504874,0.275103,21.4286,53.5714,17.8571,60.7143,0.530737,28.5714,71.4286,0,49.2857,97.1429,57.3625,0,100,0,10.2624,45.7143,0.723843,0.663169,0,37.5,48.049,218.599,976.5,31.4286,0.235826,0.490501,22.2222,11.1111,5.55556,7.37609,196.56,138.776,71,0.767448,16.6667,6,49.2857,195.752,-97.3878,0.575231,54.5455,36.3636,9.09091,122.803,16.4321,37.5,9.24198,88.4489,-85.5211,510.5,17.551,0.359366,44.4444,0,33.3333,42.1769,25,-40.261,66.6667,0,78.3019,110.988,81.761,0.817055,0.756674,0.15872,33.3333,18.613,-94.9598,41.5094,60,-26.7835,98.1132,57.1429,63.2076,116.927,0.558216,0,0,124.178,-48.7759,0.186276,0.596308,0.525817,0.433868,80,80.3506,27.044,0.136598,0.325268,11.9327,102.264,0,100,35.8491,34.9057,0.378422,100,0,0,0,0,78.3019,52.6415,113.221,46.7924,0.627778,car
49.7641,0.963652,-10.6641,98.1132,0.464882,0.585237,11.4286,74.2857,5.71429,8.57143,53.5621,51.9894,31.6578,49.5283,-5.19745,149.939,30.1887,0,28.5714,71.4286,0,44.1758,49.5283,-0.378,62.7568,99.0566,0,41.6667,0,58.3333,12,49.5283,-15.3266,-34.3061,0.454,0.479406,14.2857,32.1429,21.4286,32.1429,27.6923,49.5283,153.688,1339,94.8113,0.259812,0.261189,19.0476,66.6667,14.2857,55,0.528753,14.2857,42.8571,0,49.2857,1.42857,-5.40833,0,100,0,9.90033,42.8571,0.622764,0.45863,0,33.3333,49.2857,-24.6379,728,44.2857,0.318613,0.575315,10,0,10,12.8571,132.622,138.776,63.5,0.83314,0,8,49.2857,-29.7458,138.776,0.585905,80,0,10,115.536,5.40833,36.3636,7.10963,107.472,-44.8711,15,85,0.425825,40,0,0,65.1163,12.1429,-30.6472,33.3333,0,61.3208,57.4035,60.3774,0.457128,0.564684,0,0,26.592,-60.5469,21.6981,80,196.94,89.6226,0,69.8113,42.904,0.595328,25,0,141.602,-43.2917,0.182553,0.609547,0.485905,0.222692,33.3333,0,2.20126,0,0,11.9104,97.0982,0,100,33.0189,16.9811,0.431668,33.3333,0,0,0,0,77.3585,50.283,107.422,49.0566,0.502462,car
49.7664,78.9087,-5.34921,25.1145,0.435907,0.575328,0,79.4118,11.7647,8.82353,47.5424,49.6559,27.2534,53.7383,42.845,0.745428,73.8318,0,44.4444,55.5556,0,44.0476,49.5327,-0.966632,-15.0169,99.0654,0,62.5,0,37.5,8,49.5327,49.326,174.714,0.422975,0.277368,7.14286,60.7143,14.2857,17.8571,30.8036,49.5327,205.228,1900,95.7944,0.606282,0.449769,13.6364,54.5455,9.09091,65.493,0.493294,33.3333,33.3333,0,49.2958,97.1831,14.6092,0,100,0,9.93529,43.662,0.717496,0.665329,0,57.1429,50,255.661,201.5,28.169,0.41489,0.600759,0,45.4545,9.09091,5.40541,176.771,135.291,124,0.886261,0,5,49.2958,255.661,-66.7857,0.403273,16.6667,0,66.6667,107.042,7.3046,66.6667,14.5413,7.3046,136.878,76.5,13.3803,0.453016,40,10,10,60.3604,49.2958,7.3046,28.5714,0,75.4717,83.0454,94.3396,0.768916,0.499268,0.037736,0,23.4501,-71.9554,28.3019,77.7778,262.679,93.3962,0,77.3585,67.9245,0.732809,25,0,140.306,-47.0619,0.351993,0.401826,0.468018,0.617053,40,127.551,7.54717,0.079342,0.435531,14.3531,22.3214,0,100,36.7925,40.566,0.497374,66.6667,0,0,0,0,81.1321,50.1132,165.816,49.0566,0.579762,car
49.763,137.268,16.9755,45.229,0.391062,0.58179,0,84.6154,12.8205,2.5641,47.8055,48.913,32.6475,50.9524,48.1881,2.96735,89.9048,9.09091,36.3636,54.5455,0,48.8095,49.5238,6.37755,91.3076,71.3016,0,100,0,0,4,49.5238,0.952381,-64.4133,0.312791,0.318654,3.57143,64.2857,17.8571,14.2857,27.8571,49.5238,19.1327,1560.5,22.8571,0.440246,0.642037,13.6364,63.6364,9.09091,64.2857,0.488438,0,100,0,49.2857,-27.1429,7.3046,0,100,0,10.7722,49.2857,0.464286,0.114865,0,0,49.2857,-33.2319,268,1.63265,0.48019,0.631405,0,70,0,1.69884,202.723,136.391,35,0,0,0,22.8571,157.049,35.7143,0.837838,100,0,0,97.1429,-40.6319,63.6364,18.0695,7.3046,138.776,502,84.2857,0.458297,23.0769,0,0,24.3243,49.2857,7.3046,22.2222,0,75.9615,96.1538,86.5385,0.781025,0.59488,0.035256,0,18.956,-38.2653,46.1538,87.5,368.738,28.8462,14.2857,49.0385,96.1538,0.665064,0,0,153.061,12.7551,0.316514,0.433855,0.528658,0.593838,50,159.439,11.5385,0.203649,0.648809,14.6978,25.5102,0,100,49.0385,32.6923,0.517857,100,0,0,0,0,0,47.1286,178.044,49.0385,0.473352,car
48.8636,2.97265,116.526,30.8748,0.454775,0.53185,22.2222,50,22.2222,5.55556,48.2955,60.3448,28.4483,60.2273,45.5534,11.8906,65.9091,16.6667,33.3333,50,0,0,47.7273,113.448,230.406,68.1818,0,40,60,0,5,48.8636,133.933,286.67,0.465469,0.39145,0,53.3333,20,26.6667,25.8621,25,255.512,104.5,47.7273,0.260279,0.616182,44.4444,11.1111,33.3333,84.4828,0.705653,100,0,0,45.6233,3.44828,-20.7756,0.223684,100,0,25.0454,48.2759,0.482759,0.514411,0,0,53.4483,-15.829,15,96.5517,0.551807,0.625708,0,100,0,10.1633,271.468,11.8906,11,0.747368,0,1,20.6897,27.7008,23.7812,0.157895,0,0,0,-44.8276,27.7008,25,38.1125,-31.6581,11.8906,110,28.0788,0.389279,0,20,0,0,13.7931,27.7008,0,0,81.8182,72.7273,93.1818,0,0,0.090909,0,28.8961,30.6122,27.2727,100,0,18.1818,0,47.7273,90.9091,0.805303,0,0,331.633,-418.904,0.437999,0.314664,0.583586,0.277778,0,331.633,2.27273,0,0,24.3506,685.131,0.303571,100,45.4545,0,0,0,0.128788,0,0,0,27.2727,34.0909,331.633,34.0909,0.477381,car
48.8764,-129.231,74.9601,62.5726,0.411546,0.600839,4.16667,79.1667,16.6667,0,47.191,57.7778,24.6465,59.0909,101.173,72.1271,76.5152,0,60,40,0,40.7407,49.5412,5.60346,224.543,97.7273,16.6667,83.3333,0,0,6,49.5288,123.99,13.7174,0.546443,0.355947,0,63.6364,0,36.3636,25.9259,43.1818,13.7174,102.5,81.8182,0.289425,0.367541,10,70,20,79.3103,0.798354,0,0,0,48.2759,3.44828,-36.6512,0.261611,100,0,27.2031,46.5517,0.749425,0.317284,0,0,48.6864,-106.31,124,93.1034,0.560378,0.582064,0,66.6667,0,21.0728,246.914,321.046,41,0.722222,0,3,39.6552,542.847,261.593,0.469685,33.3333,0,33.3333,93.1034,30.8642,66.6667,39.4636,30.8642,11.8906,21,50,0.327899,0,16.6667,0,0,36.2069,30.8642,0,0,0,0,84.0909,0,0,0.613907,0,53.1469,650.888,77.2727,66.6667,59.1716,63.6364,0,86.3636,86.3636,0.848485,0,0,355.03,59.1716,0.6126,0.359084,0.353872,0.325071,0,0,68.1818,0,0,28.3217,289.096,0,100,45.4545,70.4545,0.624542,0,0.113636,0,0,0,61.3636,47.7273,532.544,48.445,0.376282,car
48.6111,33.952,-66.0687,55.9614,0.369796,0.451189,7.14286,78.5714,14.2857,0,40.7407,41.1348,34.0426,51.3889,54.7678,13.2607,65.2778,0,0,100,0,0,48.6111,18.9036,2.84276,77.7778,33.3333,66.6667,0,0,3,48.6111,94.4444,18.9036,0.553792,0.317253,12.5,75,0,12.5,34.7826,47.2222,18.9036,158.5,13.8889,0.386243,0.287257,0,85.7143,14.2857,66.6667,0.54537,0,0,0,47.9167,4.16667,44.4444,0,0,0,25,47.9167,0.354167,0.25,0,0,47.9167,577.778,25.5,91.6667,0.481481,0.519577,0,50,0,25,577.778,0,12.5,0.646759,0,3,47.9167,577.778,-208.333,0.120106,100,0,0,16.6667,44.4444,0,29.1667,688.889,17.3611,14.5,66.6667,0.306481,0,0,0,0,41.6667,44.4444,0,0,80.5556,72.2222,77.7778,0.805556,0.636364,0,0,58.5859,1074.38,27.7778,100,661.157,55.5556,0,0,0,0,0,0,413.223,519.48,0.169753,0.631313,0.194444,0.25,0,0,69.4444,0,0,16.1616,165.289,0,0,47.2222,52.7778,0.461538,100,0,0,0,0,47.2222,47.2222,413.223,47.2222,0.208754,car
48.6111,31.6513,-74.1419,66.0204,0.383166,0.502988,6.66667,73.3333,20,0,45.3704,52.1739,31.8841,50,-1.5775,467.922,65.7407,25,0,75,0,0,45.8333,6.5313,250.273,65.2778,0,100,0,0,2,48.6111,94.4444,18.9036,0.613295,0.48422,0,42.8571,28.5714,28.5714,34.7826,38.8889,18.9036,184.5,36.1111,0.154665,0.274732,0,28.5714,71.4286,62.5,0.528775,0,0,0,47.9167,4.16667,-44.4444,0,0,0,32.7778,45.8333,0.540344,0.242328,0,0,47.9167,-76.7677,5,20.8333,0.242361,0.391667,50,0,0,23.8889,349.573,47.0753,10,0.730994,0,1,33.3333,-62.2222,260.417,0.321296,50,50,0,91.6667,590.85,100,37.5,-488.889,57.8704,19,57.2917,0.338164,0,0,50,0,31.25,577.778,0,0,77.7778,66.6667,94.4444,0.791005,0.658009,0.111111,0,46.9697,-578.512,72.2222,0,-444.215,47.2222,0,0,0,0,0,0,371.901,1118.59,0.32716,0.532828,0.480611,0.472546,0,0,2.77778,0,0,33.3333,165.289,0,0,44.0329,44.4444,0.4662,0,0,0,0,0,38.8889,47.2222,413.223,47.7778,0.170163,car
48.5915,274.786,96.0633,68.716,0.432025,0.515898,5.88235,76.4706,17.6471,0,54.2254,43.1818,35.2273,54.2857,60,-247.934,60,0,0,100,0,0,48.5714,805.785,135.147,61.4286,0,66.6667,33.3333,0,3,48.5714,-46.5306,20.6612,0.397747,0.333565,0,85.7143,0,14.2857,27.2727,35.7143,20.6612,44.5,56.1905,0.286337,0.49778,0,85.7143,0,73.913,0.25,100,0,0,47.8261,102.899,306.122,0.107143,100,0,35.0932,47.8261,0.600791,0.311688,0,0,48.18,-174.976,4,95.6522,0.239136,0.300135,0,100,0,39.441,612.245,-66.1626,25,0.630952,0,3,32.6087,551.684,-19.9794,0.251786,0,0,0,-6.78261,44.4898,100,42.8571,969.388,363.369,30,50,0.367323,0,33.3333,0,0,23.913,51.0204,0,0,0,0,94.1176,0,0,0.354449,0,64.7059,964.187,41.1765,100,82.6446,2.94118,0,85.2941,82.3529,0,0,0,289.256,82.6446,0.598039,0.308081,0.422323,0.571096,0,82.6446,11.7647,0,0,32.6203,-221.488,0,0,47.0588,58.8235,0.571717,0,0,0,0,0,29.4118,46.5142,407.612,47.0588,0.556397,car
48.3333,28.3933,-23.3214,59.7425,0.446268,0.657163,5.88235,73.5294,14.7059,5.88235,58.107,55.3241,28.2022,54.4444,119.435,30.6026,45,0,42.8571,57.1429,0,44.7917,48.7675,43.6835,-10.7596,91.1111,22.2222,77.7778,0,0,9,49.7343,111.365,44.8005,0.392573,0.361058,0,66.6667,11.1111,22.2222,33.3333,48.3217,-7.0441,1087.5,94.0741,0.558274,0.398218,14.2857,52.381,23.8095,70,0.758265,0,100,0,49.1667,1.66667,68.3594,0,100,0,17.9688,47.0506,0.761343,0.138889,0,0,48.8564,292.969,205.5,7.33333,0.121624,0.202686,0,42.8571,0,16.3021,213.778,161.111,89,0.459115,0,4,47.8185,-9.96993,145.897,0.714236,71.4286,0,0,-1.23188,9.76562,60,17.0312,-123.729,91.3522,170,45.8333,0.518042,0,33.3333,33.3333,43.75,23.3333,-40.4576,100,0,85.5556,91.1111,89.6296,0.88836,0.854663,0,0,26.2037,152.445,20,75,-72.6097,88.1481,0,84.4444,77.7778,0.891751,100,0,173.611,-30.0223,0.694909,0.38053,0.342228,0.519007,57.1429,156.25,1.11111,0.135535,0.388598,19.7222,243.056,0,100,44.8512,53.3333,0.466188,100,0,0,0,0,77.7778,48.7525,276.443,48.8889,0.540475,car
49.4709,8.2629,-23.1082,40.6077,0.519251,0.553595,13.1579,86.8421,0,0,50.7937,52.7273,24.0909,54.2553,22.7218,18.8679,28.7234,0,77.7778,22.2222,0,13.6364,46.2766,199.471,-77.2291,81.9149,16.6667,83.3333,0,0,12,49.4681,110.993,5.16529,0.352797,0.233459,0,69.5652,13.0435,17.3913,23.8636,49.4681,5.16529,262,4.25532,0.549376,0.209985,5.55556,72.2222,16.6667,60.3175,0.532046,25,25,0,49.2063,1.5873,83.2342,0,100,0,14.8331,38.0952,0,0,0,0,49.2063,355.725,125,37.037,0.409296,0.614672,8.33333,0,0,23.3169,365.966,153.691,140,0.483333,0,8,47.7401,375.071,182.501,0.497454,71.4286,0,14.2857,11.1111,11.8906,62.5,14.231,-206.897,2.51953,243,62.6984,0.351673,0,12.5,12.5,0,44.4444,11.8906,25,0,65.9574,34.0247,57.4468,0.541737,0.571172,0,0,28.53,-49.9712,8.51064,100,20.6612,76.5957,16.6667,77.6596,73.2165,0.757533,0,0,196.281,-76.2754,0.515704,0.375387,0.495898,0.259507,0,113.636,27.3936,0.131649,0.181818,19.9226,354.191,0,100,34.6336,57.8694,0.598485,100,0.177305,0.47234,0.777273,100,42.7052,49.9033,196.281,47.9691,0.24053,car
48.1273,167.649,0.638386,27.1616,0.478031,0.545702,13.9535,81.3953,4.65116,0,57.3446,50.8961,26.2843,52.8409,4.44427,223.574,43.1818,0,66.6667,33.3333,0,55.4348,48.8636,333.443,114.906,83.7121,15.3846,76.9231,0,7.69231,13,49.4318,56.7594,264.895,0.439078,0.402345,6.66667,70,10,13.3333,39.1304,49.4318,173.249,814,26.1364,0.622048,0.270975,0,83.3333,12.5,61.0169,0.474163,0,50,0,49.1525,35.5932,20.8117,0,100,0,16.4571,45.7627,0.755941,0.143198,0,0,49.1525,301.769,113,73.7288,0.55887,0.664365,0,33.3333,0,11.0443,38.7854,163.746,271,0.651576,0,4,47.1341,571.794,117.855,0.63174,78.5714,0,14.2857,-35.9322,10.4058,81.8182,20.503,-55.3669,2.87274,830,83.0508,0.294174,0,28.5714,14.2857,51.6129,32.2034,-71.4761,50,0,67.0455,66.2338,86.3636,0.694076,0.519371,0,0,30.1383,47.6699,52.2727,100,18.9036,88.6364,10,48.8636,-37.5,0.712263,0,0,207.939,18.9036,0.372525,0.314396,0.610598,0.190078,0,85.0662,27.2727,0.18771,0.134461,19.9605,132.798,0,100,43.1818,35.2273,0.451014,50,0,0.563131,0.594203,100,49.1694,50.0271,259.981,48.5464,0.302372,car
48.4153,127.723,14.6271,31.1834,0.404739,0.614414,11.9048,80.9524,7.14286,0,49.0867,54.2857,28.3827,53.2967,6.82125,191.468,40.6593,14.2857,42.8571,42.8571,0,32.0755,42.3077,1.97071,84.4662,71.978,33.3333,66.6667,0,0,6,52.1978,-70.4907,-19.7027,0.485536,0.353919,8.82353,67.6471,8.82353,14.7059,22.6415,49.4506,3.55999,59.5,79.4872,0.382799,0.40936,3.84615,84.6154,11.5385,62.2951,0.714456,0,50,0,49.1803,38.8453,63.8864,0,100,0,12.3653,37.6651,0.376442,0.186243,0,0,48.76,269.388,479.5,78.2787,0.537899,0.67175,50,0,0,16.9087,269.388,-96.7482,250.5,0.750952,0,9,48.3607,269.388,-55.3615,0.739554,75,0,0,-46.9624,8.16327,80,20.8431,-73.4694,2.68745,157.5,22.9508,0.577168,0,9.09091,27.2727,0,16.3934,53.3013,100,0,74.4444,49.3333,82.2222,0.693889,0.802885,0,0,29.8291,284.546,75.5556,75,106.058,29.2593,0,48.8889,-14.2484,0.659595,0,0,229.29,-13.0526,0.699001,0.386243,0.634286,0.476435,0,44.3787,4.44444,0.033333,0.153846,15.812,132.757,0,100,33.8858,40,0.443495,66.6667,0,0,0,0,54.4444,50.4733,236.766,48.8889,0.514552,car
48.768,124.691,-8.02824,39.5138,0.436337,0.571479,2.94118,79.4118,14.7059,2.94118,43.75,50.5155,27.1907,57.1429,39.3756,47.3738,42.8571,0,42.8571,57.1429,0,14.5833,41.3987,-2.07349,87.1416,67.5824,33.3333,66.6667,0,0,9,50.8242,-67.033,117.742,0.316783,0.552537,6.06061,75.7576,18.1818,0,24.4792,49.4506,4.34028,849.5,17.5824,0.402502,0.293172,0,54.1667,41.6667,69.6721,0.378602,25,0,0,49.1803,-62.0765,279.297,0,100,0,14.1906,35.0875,0.53218,0.229167,0,0,52.459,-19.5313,166.5,98.3607,0.579493,0.698867,57.1429,0,0,12.9611,306.322,158.56,480,0.539608,0,5,47.4259,292.969,-62.8565,0.666997,62.5,0,12.5,-83.6066,93.75,91.6667,28.3811,-10.2796,2.68745,194.5,75.4098,0.208023,6.66667,20,0,39.0625,23.7705,9.76562,20,0,83.3333,65.2525,86.6667,0.807937,0.656746,0,0,25.9259,-213.816,35.5556,100,-41.4427,63.3333,0,48.8889,95.5556,0.475316,0,0,164.931,17.3611,0.214133,0.415267,0.428332,0.267984,0,52.0833,1.11111,0.106878,0.134921,18.0556,173.611,0,100,30.3938,64.4444,0.502232,100,0,0.5,0.875,100,28.8889,48.1738,291.615,48.8889,0.537044,car
