@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GeneticSearch -Z 20 -G 20 -C 0.6 -M 0.033 -R 20 -S 1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_Y_GLOBAL numeric
@attribute Airs_Triangle_3_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Airs_Center_X_0_4 numeric
@attribute Airs_Triangle_1_X_0_4 numeric
@attribute Airs_Triangle_2_Y_0_4 numeric
@attribute Harris_Corners_X_0_4 numeric
@attribute Hough_Lines_Vertical_0_4 numeric
@attribute Hough_Lines_Horizontal_0_4 numeric
@attribute Hough_Lines_DiagonalPos_0_4 numeric
@attribute Hough_Lines_DiagonalNeg_0_4 numeric
@attribute Hough_Circles_Radius_0_4 numeric
@attribute Airs_Center_X_1_4 numeric
@attribute Airs_Triangle_1_Y_1_4 numeric
@attribute Airs_Triangle_2_X_1_4 numeric
@attribute Harris_Corners_X_1_4 numeric
@attribute Hough_Lines_Vertical_1_4 numeric
@attribute Hough_Lines_Horizontal_1_4 numeric
@attribute Hough_Lines_DiagonalPos_1_4 numeric
@attribute Hough_Lines_DiagonalNeg_1_4 numeric
@attribute Hough_Lines_Nb_1_4 numeric
@attribute Airs_Center_X_2_4 numeric
@attribute Airs_Triangle_1_X_2_4 numeric
@attribute Airs_Triangle_3_Y_2_4 numeric
@attribute Mass_Center_X_2_4 numeric
@attribute Mass_Center_Y_2_4 numeric
@attribute Hough_Lines_Vertical_2_4 numeric
@attribute Hough_Lines_Horizontal_2_4 numeric
@attribute Hough_Lines_DiagonalPos_2_4 numeric
@attribute Hough_Lines_DiagonalNeg_2_4 numeric
@attribute Hough_Circles_Radius_2_4 numeric
@attribute Airs_Center_X_3_4 numeric
@attribute Airs_Triangle_1_Y_3_4 numeric
@attribute Airs_Length_Contours_3_4 numeric
@attribute Harris_Corners_X_3_4 numeric
@attribute Mass_Center_X_3_4 numeric
@attribute Mass_Center_Y_3_4 numeric
@attribute Hough_Lines_Vertical_3_4 numeric
@attribute Hough_Lines_Horizontal_3_4 numeric
@attribute Hough_Lines_DiagonalPos_3_4 numeric
@attribute Airs_Center_X_0_9 numeric
@attribute Mass_Center_Y_0_9 numeric
@attribute Hough_Lines_Vertical_0_9 numeric
@attribute Hough_Lines_DiagonalPos_0_9 numeric
@attribute Hough_Lines_DiagonalNeg_0_9 numeric
@attribute Airs_Center_X_1_9 numeric
@attribute Airs_Triangle_1_X_1_9 numeric
@attribute Airs_Triangle_1_Y_1_9 numeric
@attribute Mass_Center_Y_1_9 numeric
@attribute Hough_Lines_Horizontal_1_9 numeric
@attribute Hough_Lines_DiagonalNeg_1_9 numeric
@attribute Black_Pixel_2_9 numeric
@attribute Airs_Center_X_2_9 numeric
@attribute Mass_Center_X_2_9 numeric
@attribute Mass_Center_Y_2_9 numeric
@attribute Hough_Lines_DiagonalPos_2_9 numeric
@attribute Hough_Lines_DiagonalNeg_2_9 numeric
@attribute Airs_Center_X_3_9 numeric
@attribute Airs_Triangle_1_Y_3_9 numeric
@attribute Airs_Length_Contours_3_9 numeric
@attribute Harris_Corners_X_3_9 numeric
@attribute Mass_Center_X_3_9 numeric
@attribute Mass_Center_Y_3_9 numeric
@attribute Hough_Lines_Vertical_3_9 numeric
@attribute Hough_Lines_DiagonalPos_3_9 numeric
@attribute Hough_Lines_DiagonalNeg_3_9 numeric
@attribute Black_Pixel_4_9 numeric
@attribute Airs_Triangle_1_Y_4_9 numeric
@attribute Airs_Triangle_2_X_4_9 numeric
@attribute Airs_Length_Contours_4_9 numeric
@attribute Mass_Center_Y_4_9 numeric
@attribute Hough_Lines_Vertical_4_9 numeric
@attribute Hough_Lines_Nb_4_9 numeric
@attribute Airs_Center_X_5_9 numeric
@attribute Airs_Triangle_1_Y_5_9 numeric
@attribute Airs_Triangle_3_X_5_9 numeric
@attribute Mass_Center_Y_5_9 numeric
@attribute Hough_Lines_Horizontal_5_9 numeric
@attribute Hough_Lines_DiagonalPos_5_9 numeric
@attribute Hough_Lines_DiagonalNeg_5_9 numeric
@attribute Airs_Triangle_1_X_6_9 numeric
@attribute Airs_Triangle_3_Y_6_9 numeric
@attribute Hough_Lines_Horizontal_6_9 numeric
@attribute Black_Pixel_7_9 numeric
@attribute Airs_Triangle_1_Y_7_9 numeric
@attribute Airs_Triangle_2_X_7_9 numeric
@attribute Airs_Length_Contours_7_9 numeric
@attribute Harris_Corners_Y_7_9 numeric
@attribute Mass_Center_Y_7_9 numeric
@attribute Hough_Lines_Vertical_7_9 numeric
@attribute Hough_Lines_DiagonalPos_7_9 numeric
@attribute Hough_Lines_DiagonalNeg_7_9 numeric
@attribute Hough_Circles_Radius_7_9 numeric
@attribute Airs_Center_X_8_9 numeric
@attribute Airs_Triangle_2_Y_8_9 numeric
@attribute Hough_Lines_DiagonalPos_8_9 numeric
@attribute Hough_Lines_DiagonalNeg_8_9 numeric
@attribute Airs_Center_X_0_16 numeric
@attribute Airs_Triangle_1_X_0_16 numeric
@attribute Harris_Corners_X_0_16 numeric
@attribute Mass_Center_X_0_16 numeric
@attribute Mass_Center_Y_0_16 numeric
@attribute Mass_Center_X_1_16 numeric
@attribute Hough_Lines_DiagonalPos_1_16 numeric
@attribute Black_Pixel_2_16 numeric
@attribute Airs_Triangle_1_Y_2_16 numeric
@attribute Harris_Corners_X_2_16 numeric
@attribute Hough_Lines_Horizontal_2_16 numeric
@attribute Airs_Triangle_1_Y_3_16 numeric
@attribute Harris_Corners_X_3_16 numeric
@attribute Hough_Lines_DiagonalNeg_3_16 numeric
@attribute Airs_Center_X_4_16 numeric
@attribute Airs_Triangle_1_X_4_16 numeric
@attribute Mass_Center_X_4_16 numeric
@attribute Hough_Lines_Vertical_4_16 numeric
@attribute Hough_Lines_DiagonalPos_4_16 numeric
@attribute Airs_Center_Y_5_16 numeric
@attribute Airs_Triangle_1_Y_5_16 numeric
@attribute Mass_Center_X_5_16 numeric
@attribute Mass_Center_Y_5_16 numeric
@attribute Mass_Center_X_6_16 numeric
@attribute Mass_Center_Y_6_16 numeric
@attribute Hough_Lines_DiagonalNeg_6_16 numeric
@attribute Airs_Center_Y_7_16 numeric
@attribute Harris_Corners_X_7_16 numeric
@attribute Mass_Center_X_7_16 numeric
@attribute Mass_Center_Y_7_16 numeric
@attribute Black_Pixel_8_16 numeric
@attribute Airs_Triangle_1_Y_8_16 numeric
@attribute Mass_Center_Y_8_16 numeric
@attribute Hough_Lines_Horizontal_8_16 numeric
@attribute Airs_Center_X_9_16 numeric
@attribute Airs_Center_X_10_16 numeric
@attribute Mass_Center_Y_10_16 numeric
@attribute Hough_Lines_DiagonalPos_10_16 numeric
@attribute Mass_Center_X_11_16 numeric
@attribute Mass_Center_X_12_16 numeric
@attribute Mass_Center_Y_12_16 numeric
@attribute Hough_Lines_Horizontal_12_16 numeric
@attribute Airs_Center_X_13_16 numeric
@attribute Airs_Center_X_14_16 numeric
@attribute Airs_Center_Y_14_16 numeric
@attribute Airs_Center_X_15_16 numeric
@attribute Mass_Center_Y_15_16 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
50.5525,8.92416,96.8089,62.9282,0.322269,0.346844,7.69231,57.6923,23.0769,11.5385,55.6504,60.8696,40.7444,49.4444,151.413,158.111,67.7778,5.55556,66.6667,16.6667,11.1111,58.6957,50.714,22.238,173.553,94.4444,0,95,5,0,20,52.7778,27.7576,-25.7776,0.487446,0.215928,20,40,40,0,64.6739,45,118.147,60,24.4444,0.353591,0.115005,0,100,0,49.1667,0.381701,0,62.5,25,49.1667,169.574,-147.61,0.338317,28.5714,0,15.8333,47.5,0.496364,0.322996,60,0,49.1667,-8.61678,142,0.833333,0.321755,0.400203,0,50,0,17.7778,100.685,265.335,184,0.695892,0,7,49.1667,392.141,65.5149,0.717643,33.3333,66.6667,0,23.9394,11.1111,0,17.9444,0,0,0,75,0,0,0,0,0,35.8333,11.1111,0,0,53.3333,50.0466,74.0741,0.275566,0.334833,0.293771,0,19.8068,245.747,48.8889,100,-88.3313,77.037,0,28.8889,26.6667,0.293827,100,0,0,0,0,0,0,0,0,0,33.3333,0,0,23.5749,-32.4697,0.372786,33.3333,46.6667,48.5893,0.584838,0,0.313492,0.488889,0.847826,0,81.1111,54.4444,207.939,62.2222,0.228261,flood
49.7382,117.027,-7.90896,54.2354,0.435836,0.306018,17.6471,41.1765,23.5294,17.6471,55.1374,51.0534,28.757,50.5263,-7.36842,216.942,48.8421,0,46.6667,33.3333,20,26.1364,49.4737,-23.7178,46.7241,96.8421,0,50,41.6667,8.33333,12,49.4737,-8.24079,-99.6325,0.576159,0.313233,0,33.3333,33.3333,33.3333,47.1591,48.9474,-8.49974,18.5,95.7895,0.355183,0.334194,0,44.4444,44.4444,55.5556,0.548132,0,33.3333,0,49.2063,45.1058,502.246,0.679199,25,25,16.092,49.2063,0.343897,0.266963,0,16.6667,49.2063,-42.8062,101,98.4127,0.384117,0.439336,11.1111,22.2222,0,11.4395,-209.569,62.4957,277,0.559202,0,3,38.8889,153.627,32.2499,0.805605,100,0,0,37.037,-13.2118,0,14.8331,11.8906,162.09,38.5,39.6825,0.169677,0,14.2857,0,0,81.746,11.8906,0,0,63.8298,65.9574,39.6277,0.527187,0.65035,0.344965,0,16.0542,-108.743,52.1277,33.3333,-13.7741,91.4894,33.3333,40.4255,27.6596,0.370863,100,0,61.9835,20.6612,0.808511,0.113636,0.265957,0.111742,0,0,65.5319,0,0,17.4081,20.6612,0.574628,0,48.9362,51.0638,0.602318,0,0.368794,0.191489,0.227273,50,0,41.4894,92.9752,52.1277,0.462247,flood
49.7396,-61.2282,16.8047,59.4278,0.394239,0.469744,0,71.4286,19.0476,9.52381,49.9256,46.875,30.8482,49.4792,-10.3917,242.4,89.5833,8.33333,0,50,41.6667,32.5,42.1875,198.098,-10.721,82.2917,0,50,30,20,10,50.5208,0.392086,-124.728,0.419938,0.443286,0,40,30,30,15,49.4792,191.351,26.5,97.9167,0.438772,0.4533,0,93.3333,0,57.8125,0.505529,0,33.3333,16.6667,49.2188,45.1297,513.286,0.724726,75,0,14.6034,38.2812,0.285445,0.295186,0,0,49.2188,355.03,129,98.4375,0.342402,0.571003,14.2857,28.5714,0,6.91106,14.7929,21.9727,16,0.097756,0,2,14.8438,355.03,43.9453,0.884615,0,0,0,24.8698,14.7929,0,19.4712,14.7929,169.852,94.5,5.46875,0.283137,0,0,0,0,49.2188,192.308,0,0,65.625,95.8333,55.5556,0.636069,0.583333,0.274235,0,13.9583,502.427,61.4583,100,289.286,10.4167,0,27.0833,10.1716,0.270756,50,50,125,25,0.632812,0.14375,0.352431,0.158333,0,25,39.5833,0.114583,0.070833,17.9167,-100,0.542795,33.3333,34.375,29.1667,0.470082,100,0.580208,0.194444,0.18,0,0,51.0417,137.5,28.125,0.647917,flood
49.5238,-0.431018,51.4606,43.2341,0.299226,0.296779,28.125,34.375,28.125,9.375,43.5931,54.2033,26.5396,50.4762,8.93636,-4.32839,4.7619,7.69231,50,23.0769,19.2308,36.9565,47.388,207.939,-59.486,82.8571,0,68.4211,21.0526,10.5263,19,49.5238,-84.5369,21.0991,0.383909,0.294922,30.7692,7.69231,38.4615,23.0769,36.9565,41.4286,4.7259,87.5,40.9524,0.390471,0.288041,46.1538,15.3846,15.3846,49.2857,0.493686,0,37.5,50,57.8571,73.2531,-127.201,0.451129,0,14.2857,8.80184,69.7949,0.714542,0.584133,100,0,49.2857,593.132,79,7.14286,0.307951,0.221806,18.1818,9.09091,18.1818,18.3871,593.132,124.082,97.5,0.220958,11.1111,9,47.8571,57.5124,-34.315,0.385972,36.3636,63.6364,0,-24.6753,10.4058,0,10.1843,222.727,-42.5479,11,98.2857,0.242512,0,50,0,74.1935,29.2857,389.178,50,16.6667,56.7308,5.90034,90.3846,0.52489,0.490418,0.478285,0,12.7926,18.9036,82.6923,0,444.888,11.5385,0,0,0,0,0,0,28.3554,18.9036,0.473929,0.228204,0.752703,0.413989,66.6667,198.488,5.76923,0.18369,0.408157,13.796,-70.732,0.347343,33.3333,52.8846,48.0769,0.421057,16.6667,0.473781,0.43974,0.623054,75,49.0385,49.0385,207.939,49.0385,0.647281,flood
50.2439,89.7904,-30.066,44.233,0.495462,0.508145,35.7143,21.4286,42.8571,0,44.607,52.7674,26.134,52.451,25.2238,-20.5026,43.4641,10.5263,52.6316,21.0526,15.7895,53.9773,50.1057,-185.95,57.3818,21.5686,31.5789,21.0526,15.7895,31.5789,19,49.5098,-10.7843,5.16529,0.474357,0.321738,15.7895,47.3684,31.5789,5.26316,45.4545,48.5294,5.16529,136.5,59.8039,0.438156,0.253942,12.5,25,37.5,54.4118,0.497324,0,33.3333,16.6667,72.0588,39.7059,321.046,0.466713,0,0,7.35294,47.7941,0.419371,0.675882,100,0,49.2647,321.046,139,98.5294,0.514233,0.434671,0,16.6667,0,22.1602,321.046,-62.7163,543.5,0.604807,0,13,49.2647,11.8906,-14.4175,0.504613,0,62.5,37.5,-19.6791,257.486,0,11.0548,11.8906,69.2042,54.5,7.35294,0.338451,0,100,0,0,39.7059,11.8906,33.3333,33.3333,68.6275,39.8449,92.6471,0.676202,0.539935,0.029412,0,17.6471,-336.575,3.43137,0,20.6612,19.6078,0,21.5686,6.72269,0.19281,100,0,30.9917,433.884,0.51114,0.438194,0.801628,0.316441,50,185.95,0.980392,0.415158,0.337607,16.5775,-120.523,0.451268,0,76.4706,54.902,0.612357,20,0.542479,0.395842,0.468666,33.3333,49.0196,49.0196,144.628,49.0196,0.467931,flood
49.763,171.427,15.8928,25.6225,0.497785,0.536824,15.3846,23.0769,50,11.5385,46.3349,51.5018,30.0916,51.4286,4.329,212.346,36.5079,18.75,43.75,31.25,6.25,52.963,51.3588,212.346,-80.7256,8.57143,12.5,50,31.25,6.25,16,49.5238,15.2381,350.617,0.411182,0.310502,18.5185,55.5556,18.5185,7.40741,38.8889,49.0476,240.912,662,9.52381,0.385477,0.306598,4.34783,47.8261,26.087,46.4286,0.695547,0,33.3333,16.6667,60,42.8571,311.111,0.717506,50,0,7.61905,77.8571,0.799713,0.512561,100,0,49.2857,-264.751,198.5,54.7619,0.462949,0.480031,15.3846,23.0769,30.7692,23.0952,-167.006,92.4755,519,0.536834,0,15,49.2857,-133.333,124.295,0.6498,22.2222,66.6667,0,102.608,291.427,28.5714,14.7143,-157.676,95.4043,901.5,97.8571,0.460962,25,50,25,40,35.7143,11.1111,100,0,62.5,59.188,70.1923,0.611903,0.785136,0,0,25.7867,-219.008,19.2308,80,20.6612,18.2692,0,49.0385,-10.5225,0.403366,50,50,113.636,15.792,0.469253,0.394103,0.614758,0.5583,25,154.959,32.6923,0.151348,0.278535,5.76923,220.386,0.825758,100,76.9231,54.8077,0.523997,28.5714,0.598873,0.251238,0.47718,0,59.6154,49.0385,258.264,49.0385,0.531272,flood
49.7664,153,21.8513,16.8224,0.391817,0.430001,24.3902,4.87805,43.9024,26.8293,52.5927,52.5806,25.1935,49.5327,-11.8946,192,10.2804,18.1818,22.7273,40.9091,18.1818,29.5556,48.6521,192,-58.6331,86.215,3.57143,32.1429,32.1429,32.1429,28,47.6636,94.3925,4,0.485709,0.265083,14.2857,23.8095,42.8571,19.0476,26.8,49.432,8,118,44.8598,0.535864,0.47563,7.69231,0,69.2308,49.3891,0.450621,37.5,25,37.5,62.1375,31.1386,275.261,0.536956,0,42.8571,7.21297,60.5634,0.615681,0.511616,100,0,49.2958,9.18274,196,48.5915,0.455291,0.377784,41.6667,25,0,21.4255,284.665,-28.3557,122.5,0.333899,12.5,16,49.2958,9.18274,-48.0764,0.378046,63.6364,36.3636,0,-44.3662,9.18274,33.3333,9.30431,-141.331,43.5241,41.5,97.8873,0.388938,75,25,0,87.8788,27.4648,-53.2942,80,0,57.5472,70.3259,67.4528,0.632884,0.421479,0.481447,0,8.37736,16,38.6792,0,694.794,57.5472,0,5.66038,1.88679,0,0,0,105.939,455.467,0.313208,0.486556,0.707727,0.427032,66.6667,120,0.943396,0.092019,0.222222,11.6226,16,0.499865,0,54.717,41.0763,0.536762,11.1111,0.447,0.505075,0.630791,44.4444,49.0566,47.8491,176,46.2264,0.22357,flood
49.7585,1.23457,0.233378,23.5427,0.437573,0.40834,20,12.5,47.5,20,52.3148,49.213,28.9352,50,143.774,212.346,38.5113,16.6667,41.6667,29.1667,12.5,48.8889,50.7427,212.346,-59.3835,19.4175,4,60,28,8,25,48.6602,119.947,4.93827,0.470141,0.282645,6.25,31.25,50,12.5,50.5556,46.1165,252.69,167,46.0194,0.406742,0.208886,0,44.4444,38.8889,51.4493,0.617828,0,36.3636,27.2727,69.087,34.9896,311.111,0.632437,16.6667,33.3333,7.92271,49.2754,0.54164,0.622531,75,0,49.2754,522.222,72,20.2899,0.405426,0.281886,0,13.3333,0,22.1739,-141.27,107.42,103.5,0.428596,28.5714,14,49.2754,11.1111,-7.3514,0.49555,54.5455,45.4545,0,-51.3851,103.516,42.8571,9.13043,11.1111,32.1061,34,1.73913,0.305943,0,75,0,66.6667,34.7826,11.1111,66.6667,0,63.7255,31.3726,73.8562,0.703721,0.525337,0.04902,0,17.9144,78.7707,98.0392,0,20.6612,9.80392,0,5.88235,1.96078,0,0,0,112.094,20.6612,0.53914,0.415908,0.768016,0.315821,100,144.628,26.4706,0.191904,0.237745,16.3102,-29.7004,0.53735,75,78.4314,50,0.427933,37.5,0.515158,0.455585,0.472193,77.7778,63.7255,49.0196,216.942,49.0196,0.520895,flood
49.7175,-32.6973,16.5507,22.5989,0.257251,0.416887,9.09091,72.7273,18.1818,0,41.3371,53.4632,31.0606,52.2727,6.81818,249.307,44.3182,10,20,40,30,35.9649,43.1818,102.222,1.29132,84.0909,0,100,0,0,10,49.1339,-0.5,6.92521,0.266251,0.271901,5.55556,66.6667,16.6667,11.1111,40.7895,49.4318,-1.95911,75,6.25,0.58414,0.359436,0,100,0,62.7119,0.455279,33.3333,50,16.6667,60.1695,38.5593,368,0.81363,100,0,11.2542,39.8305,0.352401,0.7525,0,0,49.1525,-326.857,441,12.7119,0.57717,0.493517,0,28.5714,14.2857,16.339,37.8947,-49.5925,288,0.13569,0,4,49.1525,-191.36,-117.782,0.454667,0,0,0,3.23316,443.966,71.4286,14.1017,-76.9032,79.232,91.5,5.9322,0.166424,0,0,0,0,45.7627,16,0,0,71.5909,78.8961,88.6364,0.693743,0.507768,0.103084,0,13.1579,470.914,12.5,100,65.2677,71.5909,0,32.9545,54.2929,0.345987,33.3333,33.3333,27.7008,27.7008,0.275673,0.123294,0.477273,0.087719,0,27.7008,14.4628,0,0,2.15311,470.914,0.868421,0,35.2273,34.0909,0.479632,100,0.604552,0.522065,0.265943,60,35.2273,48.8636,263.158,48.2816,0.443684,flood
47.2973,-52.3286,24.1263,36.3818,0.304796,0.378908,31.8182,31.8182,31.8182,4.54545,41.963,48.9223,22.7068,48.0574,33.7095,-14.8712,37.8378,28.5714,21.4286,28.5714,21.4286,48.0769,43.9189,19.5778,122.202,64.8649,0,45.4545,36.3636,18.1818,11,50,-4.78568,201.07,0.451892,0.508785,6.66667,33.3333,40,20,37.1795,49.3243,145.189,76,95.9459,0.417039,0.47552,0,50,12.5,51.0204,0.500873,40,40,20,73.4694,86.3946,171.429,0.839414,100,0,8.45481,41.8367,0.314534,0.785586,100,0,52.0408,381.016,409.5,75.5102,0.565758,0.385181,57.1429,14.2857,0,8.16327,59.9512,-20.7518,391,0.083069,0,2,48.9796,8.16327,-6.10857,0.031429,100,0,0,-9.67595,306.135,0,15.5102,216.186,195.752,68.5,1.02041,0.213432,0,0,0,54.2857,47.9592,-48.4739,25,0,60.2153,85.0764,75.6757,0.683033,0.373333,0,0,10.6029,197.386,27.9279,100,282.544,91.8919,0,33.7838,21.6216,0.330042,66.6667,33.3333,44.3787,14.7929,0.612038,0.205842,0.453654,0.116382,0,73.9645,20.2703,0.204955,0.125,1.35135,355.03,0,0,54.0541,47.2973,0.342852,33.3333,0.394144,0.403125,0.234964,75,22.973,72.973,207.101,48.6487,0.543269,flood
51.3513,5.11478,112.62,33.8377,0.43455,0.355097,24,36,40,0,48.7418,56.705,22.9188,49.3243,43.2268,-1.86937,45.2703,37.5,18.75,37.5,6.25,26.5306,50.5697,10.9705,122.264,0.675676,9.09091,45.4545,45.4545,0,11,54.7297,109.877,91.3121,0.495296,0.485143,18.1818,27.2727,54.5455,0,41.3265,47.2973,72.4533,52,10.8108,0.549636,0.225624,0,66.6667,33.3333,59.9946,0.604503,33.3333,33.3333,33.3333,48.9796,45.3353,127.059,0.789063,71.4286,14.2857,12.4923,44.898,0.446823,0.534861,66.6667,0,52.6398,22.9568,433,93.8775,0.613649,0.586395,25,25,0,12.616,9.18274,358.184,122,0.368182,0,3,62.2449,-27.5482,199.917,0.674437,25,50,0,18.3673,184.803,0,9.89487,9.18274,226.572,35.5,44.898,0.132222,0,25,0,66.6667,27.551,14.6924,0,0,72.973,42.3423,90.5405,0.788288,0.5125,0.571472,0,18.8063,139.985,21.6216,100,-121.528,80.4805,0,52.7027,24.3243,0.509545,0,100,17.3611,17.3611,0.594595,0.083333,0,0,0,0,0,0,0,4.61712,378.756,0.4375,0,41.8919,37.8378,0.490327,50,0.417868,0.492863,0.236729,100,89.1892,71.6216,286.458,48.6487,0.577361,flood
50,1,-0.654271,19.6001,0.357081,0.455552,33.3333,22.2222,37.037,7.40741,46.534,52.439,25.7805,50,-0.70926,196.552,40.7895,0,27.2727,45.4545,27.2727,30,50.7021,-8.25974,133.313,2.63158,25,0,62.5,12.5,8,45.017,0.299285,-63.074,0.326054,0.381737,35.2941,35.2941,23.5294,5.88235,23.3333,42.7632,69.7006,38,10.5263,0.26397,0.521852,0,33.3333,16.6667,56.8734,0.433782,16.6667,33.3333,50,51,58.875,152.089,0.801841,0,0,13.697,49,0.471525,0.484848,83.3333,0,51.2574,108.581,390,1.6,0.600467,0.555978,28.5714,0,0,10.7879,9.18274,3.2,27,0.073794,0,3,6,36.7309,4,0.060606,0,0,0,75.0233,-165.076,0,16.6061,-12.2436,130.667,88,26.6667,0.363673,0,40,40,62.1212,40,104.946,0,0,64.4737,26.7368,81.5789,0.655146,0.43693,0.489035,0,7.05263,368,21.0526,0,368,67.5439,0,32.8947,-6.98729,0.312541,50,50,47.6522,16,0.590388,0.284938,0.440789,0.16,0,64,57.8947,0,0,3.36842,312.615,0.425333,0,47.3684,23.6842,0.372,0,0.535678,0.545484,0.286677,66.6667,3.94737,48.6842,88,47.3684,0.553968,flood
49.6774,-1.56642,0.416233,28.8147,0.234689,0.342984,20,44,36,0,42.0528,49.6753,22.2403,53.8961,46.8628,-8.26435,48.0519,41.6667,16.6667,41.6667,0,30.3571,42.2078,97.1763,-7.32654,82.4675,0,50,50,0,8,49.3507,-9.68896,-82.4005,0.208748,0.247404,5.88235,70.5882,23.5294,0,26.7857,49.3507,59.4773,80,56.4007,0.225608,0.347103,14.2857,85.7143,0,61.7647,0.545532,25,75,0,53.9216,30.3922,331.633,0.794136,100,0,11.3445,38.2353,0.338456,0.597008,100,0,49.0196,331.633,229.5,87.2549,0.644692,0.469317,14.2857,57.1429,0,14.6359,12.7551,-69.6847,329.5,0.246429,0,3,47.0588,-31.3972,3.84468,0.472884,100,0,0,62.3049,-57.5281,0,14.7059,-0.611546,159.475,37,38.6555,0.339611,16.6667,16.6667,0,0,30.3922,12.7551,0,0,76.3158,94.7368,96.4912,0.806555,0.567675,0.046053,0,20.4261,177.404,1.31579,100,-37.7929,33.3333,0,50,13.0031,0.478914,0,100,79.3651,385.488,0.630278,0.282101,0.06579,0.095238,0,0,44.7368,0,0,4.7619,342.245,0.833333,0,34.2105,44.7368,0.5,100,0.592931,0.369638,0.195174,66.6667,2.63158,48.6842,226.757,19.7368,0.538961,flood
49.6711,1.44991,0.432825,55.6866,0.486102,0.384769,18.1818,59.0909,22.7273,0,52.729,55.5556,29.5735,49.3421,0.983519,287.447,55.2632,22.2222,33.3333,33.3333,11.1111,42.4242,44.7368,33.8449,1.7313,69.7368,0,46.1538,38.4615,15.3846,13,49.3421,1.31579,-187.444,0.374644,0.455925,0,45.4545,9.09091,45.4545,44.697,49.3421,280.809,228.5,72.3684,0.623772,0.264238,0,58.3333,41.6667,58,0.391597,25,75,0,65.9486,38,413.223,0.675676,0,0,14.4545,43,0.492129,0.485031,33.3333,0,50.0213,20.6612,257.5,24.6667,0.295915,0.294176,25,0,0,10.2727,20.6612,4,165.5,0.306999,0,3,49,-50.3616,4,0.623983,100,0,0,6,20.6612,0,20.7273,20.6612,240,184,93,0.400668,20,40,20,0,35,157.427,0,0,67.1053,26.8421,73.6842,0.660088,0.5625,0.130326,0,15.7895,26.0417,92.1053,100,65.918,97.3684,0,11.8421,2.63158,0.082602,0,0,273.438,-74.5739,0.618797,0.530357,0.241165,0.327381,0,39.0625,25,0,0,16.6118,89.3622,0.439613,0,51.3158,27.6316,0.453807,0,0.590936,0.46848,0.217536,100,9.21053,48.6842,136.719,28.9474,0.629095,flood
49.7283,-7.4345,-2.3238,32.5099,0.260836,0.476184,10.5263,63.1579,26.3158,0,42.5983,53.4471,28.2871,52.1739,128.882,284.665,77.5362,22.2222,33.3333,44.4444,0,42.4242,45.6522,40.6664,1.18147,19.5652,0,100,0,0,12,49.4565,-37.6295,210.973,0.383918,0.364892,14.2857,57.1429,28.5714,0,39.3939,49.4565,191.884,57,80.4348,0.546843,0.454054,0,90,10,62.2951,0.590188,0,100,0,49.1803,-0.223652,15.2561,0.438683,85.7143,0,16.3189,44.2623,0.326503,0.577652,0,0,49.1803,606.217,144.5,7.10383,0.306127,0.553994,0,42.8571,0,10.6557,475.207,2.97034,197.5,0.250358,33.3333,3,49.1803,312.696,172.162,0.768939,100,0,0,-1.63934,351.24,0,22.3547,431.847,8.81938,39,16.3934,0.563665,14.2857,14.2857,0,31.8182,30.3279,399.449,100,0,75,95.6522,73.3696,0.802019,0.65625,0.3794,0,5.16304,546.875,60.8696,0,117.188,60.8696,0,27.5957,34.9802,0.241009,0,50,156.25,29.1792,0.640392,0.555288,0.382971,0.166146,0,136.719,21.7391,0.125,0.1875,16.5761,-156.25,0.740712,100,41.3043,39.1304,0.48035,100,0.493311,0.470592,0.147049,100,0,48.913,195.312,27.1739,0.088889,flood
